,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,ipniID.type,ipniID,structure_cas.type,structure_cas,chembl_id.type,chembl_id
10,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q27106413,literal,Stemona collinsae,literal,LDBYHULIXFIJAZ-UHFFFAOYSA-N,literal,C1=CC=C(C=C1)CCC2=CC(=CC(=C2)O)O,en,literal,dihydropinosylvin,literal,10.1021/NP0497043,,,literal,14531-52-3,literal,CHEMBL228120
11,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q27106413,literal,Stemona collinsae,literal,LDBYHULIXFIJAZ-UHFFFAOYSA-N,literal,C1=CC=C(C=C1)CCC2=CC(=CC(=C2)O)O,en,literal,dihydropinosylvin,literal,10.1016/J.PHYTOCHEM.2003.09.015,,,literal,14531-52-3,literal,CHEMBL228120
12,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105153682,literal,Stemona collinsae,literal,LLRJCKLNDNKRTF-UHFFFAOYSA-N,literal,OC=1C=C(C=C(O)C1C)CCC=2C=CC=CC2OC,en,literal,Stilbostemin D,literal,10.1021/NP0105073,,,literal,162411-68-9,,
13,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105153682,literal,Stemona collinsae,literal,LLRJCKLNDNKRTF-UHFFFAOYSA-N,literal,OC=1C=C(C=C(O)C1C)CCC=2C=CC=CC2OC,en,literal,Stilbostemin D,literal,10.1021/NP0497043,,,literal,162411-68-9,,
14,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105153682,literal,Stemona collinsae,literal,LLRJCKLNDNKRTF-UHFFFAOYSA-N,literal,OC=1C=C(C=C(O)C1C)CCC=2C=CC=CC2OC,en,literal,Stilbostemin D,literal,10.1016/J.PHYTOCHEM.2003.09.015,,,literal,162411-68-9,,
15,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q104169674,literal,Stemona collinsae,literal,JMFRWRFFLBVWSI-UHFFFAOYSA-N,literal,OC1=CC=C(C=CCO)C=C1OC,en,literal,4-(3-hydroxyprop-1-en-1-yl)-2-methoxyphenol,literal,10.1021/NP0105073,,,literal,26745-55-1,,
16,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105379467,literal,Stemona collinsae,literal,ZMHPYJTVYXZUFL-UHFFFAOYSA-N,literal,OC1=C2C=C(OC2=CC=C1C)C=3C=C(OC)C(=C(OC)C3C)C,en,literal,Stemofuran I,literal,10.1021/NP0105073,,,,,,
17,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105189471,literal,Stemona collinsae,literal,OCNRSGCLTQHHRD-BQYQJAHWSA-N,literal,OC1=CC(C=CC=2C=CC=CC2)=CC(O)=C1C,en,literal,"2-methyl-5-[(1E)-2-phenylethenyl]benzene-1,3-diol",literal,10.1021/NP0105073,,,,,,
18,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105197283,literal,Stemona collinsae,literal,OQWKLIFARYBYDS-UHFFFAOYSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC34OC5CC(C6CNC3C56C=CCC)C4C2C,en,literal,"5-(9-But-1-enyl-4-methyl-2,14-dioxa-12-azapentacyclo[6.5.1.01,5.06,10.09,13]tetradecan-3-ylidene)-4-methoxy-3-methylfuran-2-one",literal,10.1016/S0031-9422(03)00332-7,,,,,,
19,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q7196412,literal,Stemona collinsae,literal,YCVPRTHEGLPYPB-VOTSOKGWSA-N,literal,C1=CC=C(C=C1)C=CC2=CC(=CC(=C2)O)O,en,literal,pinosylvin,literal,10.1021/NP0105073,,,literal,22139-77-1,literal,CHEMBL101506
20,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q82124139,literal,Stemona collinsae,literal,RSTDNUBRTQLVBF-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1)O)CCC2=C(C(=CC=C2)O)OC,en,literal,3-[2-(3-Hydroxy-5-methoxyphenyl)ethyl]-2-methoxyphenol,literal,10.1021/NP0105073,,,literal,439900-95-5,,
21,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q82124139,literal,Stemona collinsae,literal,RSTDNUBRTQLVBF-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1)O)CCC2=C(C(=CC=C2)O)OC,en,literal,3-[2-(3-Hydroxy-5-methoxyphenyl)ethyl]-2-methoxyphenol,literal,10.1016/J.PHYTOCHEM.2003.09.015,,,literal,439900-95-5,,
22,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q110077446,literal,Stemona collinsae,literal,OCNRSGCLTQHHRD-UHFFFAOYSA-N,literal,OC1=CC(C=CC=2C=CC=CC2)=CC(O)=C1C,en,literal,"2-methyl-5-(2-phenylethenyl)benzene-1,3-diol",literal,10.1021/NP0105073,,,,,,
23,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q110077446,literal,Stemona collinsae,literal,OCNRSGCLTQHHRD-UHFFFAOYSA-N,literal,OC1=CC(C=CC=2C=CC=CC2)=CC(O)=C1C,en,literal,"2-methyl-5-(2-phenylethenyl)benzene-1,3-diol",literal,10.1016/J.PHYTOCHEM.2003.09.015,,,,,,
24,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105154574,literal,Stemona collinsae,literal,LNYJPSJEXBTRPO-UHFFFAOYSA-N,literal,OC=1C=C(OC)C=C(C1)C=2OC=3C=CC=C(O)C3C2,en,literal,2-(3-hydroxy-5-methoxyphenyl)-1-benzofuran-4-ol,literal,10.1021/NP0105073,,,,,,
25,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105154574,literal,Stemona collinsae,literal,LNYJPSJEXBTRPO-UHFFFAOYSA-N,literal,OC=1C=C(OC)C=C(C1)C=2OC=3C=CC=C(O)C3C2,en,literal,2-(3-hydroxy-5-methoxyphenyl)-1-benzofuran-4-ol,literal,10.1021/NP0497043,,,,,,
26,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q110081086,literal,Stemona collinsae,literal,WLTWCXGDUGNOON-UHFFFAOYSA-N,literal,O=C1OC=2C=C(OC)C(OC)=CC2C=3C(=O)C4=C(O)C=C(OC)C=C4OC13,en,literal,stemonone,literal,10.1016/S0040-4039(01)82619-8,,,,,,
27,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q104994312,literal,Stemona collinsae,literal,FFAHYNUSDBSEHW-UHFFFAOYSA-N,literal,O=C1OC2=C(C(O)=C(C(=O)CCC)C(O)=C2CC(O)C(=C)C)C(=C1)C=3C=CC=CC3,en,literal,"6-Butanoyl-5,7-dihydroxy-8-(2-hydroxy-3-methylbut-3-enyl)-4-phenylchromen-2-one",literal,10.1021/NP0105073,,,,,,
28,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q104955282,literal,Stemona collinsae,literal,CDXBTBHBQAGTSP-UHFFFAOYSA-N,literal,OC=1C=CC=CC1CCC2=CC(O)=C(C(O)=C2)C,en,literal,Stilbostemin C,literal,10.1021/NP0105073,,,,,,
29,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q418993,literal,Stemona collinsae,literal,JMFRWRFFLBVWSI-NSCUHMNNSA-N,literal,COC1=C(C=CC(=C1)C=CCO)O,en,literal,(E)-coniferyl alcohol,literal,10.1021/NP0105073,,,literal,32811-40-8,literal,CHEMBL501870
30,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q27137722,literal,Stemona collinsae,literal,GYOGHROCTSEKDY-JJDZUBOLSA-N,literal,CCC1C2CCCCN3C2C(CC3C4CC(C(=O)O4)C)C5C1OC(=O)C5C,en,literal,tuberostemonine,literal,10.1021/NP0497043,,,literal,6879-01-2,literal,CHEMBL517375
31,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105020361,literal,Stemona collinsae,literal,GUQBHRSHFCOITG-UHFFFAOYSA-N,literal,OC1=CC=CC=2OC(=CC12)C=3C=C(OC)C=C(O)C3C,en,literal,2-(3-Hydroxy-5-methoxy-2-methylphenyl)-1-benzofuran-4-ol,literal,10.1021/NP0105073,,,,,,
32,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105020361,literal,Stemona collinsae,literal,GUQBHRSHFCOITG-UHFFFAOYSA-N,literal,OC1=CC=CC=2OC(=CC12)C=3C=C(OC)C=C(O)C3C,en,literal,2-(3-Hydroxy-5-methoxy-2-methylphenyl)-1-benzofuran-4-ol,literal,10.1021/NP0497043,,,,,,
33,uri,http://www.wikidata.org/entity/Q15543189,uri,http://www.wikidata.org/entity/Q105351688,literal,Stemona kerrii,literal,YPHURJCNLMUQQJ-UHKURQFNSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC34OC5CC(N(CCC3)C5C6OC(=O)C(C)C6)C4C2C,en,literal,"(5Z)-4-methoxy-3-methyl-5-[(1R,4S,5R,6S,8S,9S)-4-methyl-9-[(2S,4S)-4-methyl-5-oxooxolan-2-yl]-2,14-dioxa-10-azatetracyclo[6.5.1.01,5.06,10]tetradecan-3-ylidene]furan-2-one",literal,10.1016/S0031-9422(03)00332-7,literal,821988-1,,,,
34,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105331976,literal,Stemona collinsae,literal,XNUWGEPKIOWLHQ-QAXLJXJPSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC34OC5CC(N6CCC3C65C=CCC)C4C2C,en,literal,"(5E)-5-[(1S,4S,5R,6R,8S,9R,13R)-9-[(E)-but-1-enyl]-4-methyl-2,14-dioxa-10-azapentacyclo[6.5.1.01,5.06,10.09,13]tetradecan-3-ylidene]-4-methoxy-3-methylfuran-2-one",literal,10.1016/S0031-9422(00)00443-X,,,,,,
35,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105125687,literal,Stemona collinsae,literal,JDRGHECKJUSWSU-DKGMKSHISA-N,literal,OC=1C(=C2C=CC(OC2=C(C1C)C)(C)CCCC(C)CCCC(C)CCCC(C)C)C,en,literal,"(2R)-2,5,7,8-tetramethyl-2-[(4R,8S)-4,8,12-trimethyltridecyl]chromen-6-ol",literal,10.1016/J.PHYTOCHEM.2004.08.023,,,,,,
36,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q104169674,literal,Stemona collinsae,literal,JMFRWRFFLBVWSI-UHFFFAOYSA-N,literal,OC1=CC=C(C=CCO)C=C1OC,en,literal,4-(3-hydroxyprop-1-en-1-yl)-2-methoxyphenol,literal,10.1021/NP0105073,,,literal,458-35-5,,
37,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105164468,literal,Stemona collinsae,literal,MIBIOCIGEBKGGP-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(OC)C(=C(O)C=C3CCC2C1OC)C,en,literal,"1,5-Dimethoxy-6-methyl-9,10-dihydrophenanthrene-2,7-diol",literal,10.1016/J.PHYTOCHEM.2003.09.015,,,,,,
38,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105197284,literal,Stemona collinsae,literal,OQWKLIFARYBYDS-WGMQVHHDSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC34OC5CC(C6CNC3C56C=CCC)C4C2C,en,literal,"(5Z)-5-[(1S,4S,5R,6R,8S,9S,10R,13R)-9-[(E)-but-1-enyl]-4-methyl-2,14-dioxa-12-azapentacyclo[6.5.1.01,5.06,10.09,13]tetradecan-3-ylidene]-4-methoxy-3-methylfuran-2-one",literal,10.1016/J.PHYTOCHEM.2007.03.002,,,,,,
39,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105116367,literal,Stemona collinsae,literal,INRSYSTZYGIZOF-UHFFFAOYSA-N,literal,O=C1C2=C(O)C=C(OC)C=C2OC3=C1C=4C=C(OC)C(OC)=CC4OC3O,en,literal,stemonal,literal,10.1016/S0040-4039(01)82619-8,,,,,,
40,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q27138749,literal,Stemona collinsae,literal,GNIVXBUUCHPMOA-UHFFFAOYSA-N,literal,CC1=C(C(=C(C(=C1O)C)OC)C)C2=CC3=CC=CC=C3O2,en,literal,stemofuran K,literal,10.1021/NP0105073,,,,,literal,CHEMBL1642208
41,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q27138747,literal,Stemona collinsae,literal,ZPJYSEUYTCMNRN-UHFFFAOYSA-N,literal,CC1=C(C(=C(C(=C1O)C)OC)C)C2=CC3=C(O2)C=CC=C3O,en,literal,stemofuran F,literal,10.1021/NP0105073,,,,,literal,CHEMBL462851
42,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q425004,literal,Stemona collinsae,literal,HCXVJBMSMIARIN-PHZDYDNGSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,en,literal,stigmasterol,literal,10.1021/NP0105073,,,literal,83-48-7,literal,CHEMBL400247
43,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q27138748,literal,Stemona collinsae,literal,TZBKBAHAEDHKJP-UHFFFAOYSA-N,literal,CC1=C(C(=C(C=C1C2=CC3=C(O2)C=CC=C3O)OC)C)OC,en,literal,stemofuran J,literal,10.1021/NP0105073,,,,,literal,CHEMBL513285
44,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q72508945,literal,Stemona collinsae,literal,ZGLHZPWZOCCDAY-UHFFFAOYSA-N,literal,CC1=C(C=C(C=C1O)CCC2=CC=CC=C2)O,en,literal,Stilbostemin B,literal,10.1021/NP0105073,,,literal,162411-67-8,,
45,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q72508945,literal,Stemona collinsae,literal,ZGLHZPWZOCCDAY-UHFFFAOYSA-N,literal,CC1=C(C=C(C=C1O)CCC2=CC=CC=C2)O,en,literal,Stilbostemin B,literal,10.1021/NP0497043,,,literal,162411-67-8,,
46,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q72508945,literal,Stemona collinsae,literal,ZGLHZPWZOCCDAY-UHFFFAOYSA-N,literal,CC1=C(C=C(C=C1O)CCC2=CC=CC=C2)O,en,literal,Stilbostemin B,literal,10.1016/J.PHYTOCHEM.2003.09.015,,,literal,162411-67-8,,
47,uri,http://www.wikidata.org/entity/Q15543189,uri,http://www.wikidata.org/entity/Q110080069,literal,Stemona kerrii,literal,YPHURJCNLMUQQJ-UHFFFAOYSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC34OC5CC(N(CCC3)C5C6OC(=O)C(C)C6)C4C2C,en,literal,"4-Methoxy-3-methyl-5-[4-methyl-9-(4-methyl-5-oxooxolan-2-yl)-2,14-dioxa-10-azatetracyclo[6.5.1.01,5.06,10]tetradecan-3-ylidene]furan-2-one",literal,10.1021/NP034066U,literal,821988-1,,,,
48,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105190265,literal,Stemona collinsae,literal,OEGNRAQRMQPIAM-UHFFFAOYSA-N,literal,OC=1C=CC=2C3=C(OC)C(=C(O)C(=C3CCC2C1OC)C)C,en,literal,stemanthrene C,literal,10.1016/J.PHYTOCHEM.2003.09.015,,,,,,
49,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q104415348,literal,Stemona collinsae,literal,HCXVJBMSMIARIN-BGDBIVFESA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1,en,literal,"(3S,8S,9S,10R,13R,14S,17R)-17-[(E,2S,5S)-5-Ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,10.1021/NP0105073,,,,,,
50,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q23820208,literal,Stemona collinsae,literal,YCVPRTHEGLPYPB-UHFFFAOYSA-N,literal,C1=CC=C(C=C1)C=CC2=CC(=CC(=C2)O)O,en,literal,"3,5-Stilbenediol",literal,10.1021/NP0105073,,,literal,102-61-4,,
51,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105274045,literal,Stemona collinsae,literal,UJNBNDIUQWFUNM-UHFFFAOYSA-N,literal,OC1=CC(=CC(O)=C1C)C=2OC=3C=CC=CC3C2,en,literal,"5-(1-benzofuran-2-yl)-2-methylbenzene-1,3-diol",literal,10.1021/NP0105073,,,,,,
52,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105274045,literal,Stemona collinsae,literal,UJNBNDIUQWFUNM-UHFFFAOYSA-N,literal,OC1=CC(=CC(O)=C1C)C=2OC=3C=CC=CC3C2,en,literal,"5-(1-benzofuran-2-yl)-2-methylbenzene-1,3-diol",literal,10.1021/NP0497043,,,,,,
53,uri,http://www.wikidata.org/entity/Q15543189,uri,http://www.wikidata.org/entity/Q105342594,literal,Stemona kerrii,literal,XUUDPDBQUOMLQN-DJYKJVDRSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3=CCC[N+]4([O-])C(CCCC4C3C2C)C(O)CC,en,literal,Stemokerrin N-oxide,literal,10.1021/NP070099O.S001,literal,821988-1,,,,
54,uri,http://www.wikidata.org/entity/Q15543189,uri,http://www.wikidata.org/entity/Q105342594,literal,Stemona kerrii,literal,XUUDPDBQUOMLQN-DJYKJVDRSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC3=CCC[N+]4([O-])C(CCCC4C3C2C)C(O)CC,en,literal,Stemokerrin N-oxide,literal,10.1021/NP070099O,literal,821988-1,,,,
55,uri,http://www.wikidata.org/entity/Q15543189,uri,http://www.wikidata.org/entity/Q105352781,literal,Stemona kerrii,literal,YRGLLFADJRHUKM-QZTJIDSGSA-N,literal,O=C1OC2(C(=O)C(=C3CCCCN4CCCC342)C)C(OC)=C1C,en,literal,"(11S,11aR)-2,3,5,6,7,8-Hexahydro-3'-methoxy-4',9-dimethylspiro[1H-cyclopenta[b]pyrrolo[1,2-a]azepine-11(10H),2'(5'H)-furan]-5',10-dione",literal,10.1021/NP070099O,literal,821988-1,,,,
56,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q104400247,literal,Stemona collinsae,literal,PXUNBQVWLWLIHU-UHFFFAOYSA-N,literal,OC=1C=C2C3=C(OC(C)(C)CC3C4=CC=C(OC)C(O)=C4CC2)C1C,en,literal,Racemosol,literal,10.1021/NP0105073,,,,,,
57,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105246436,literal,Stemona collinsae,literal,RWBWMAOKPGSLMN-UHFFFAOYSA-N,literal,OC1=C2C=C(OC2=CC=C1C)C=3C=C(OC)C(=C(O)C3C)C,en,literal,Stemofuran G,literal,10.1021/NP0105073,,,,,,
58,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q105246436,literal,Stemona collinsae,literal,RWBWMAOKPGSLMN-UHFFFAOYSA-N,literal,OC1=C2C=C(OC2=CC=C1C)C=3C=C(OC)C(=C(O)C3C)C,en,literal,Stemofuran G,literal,10.1021/NP0497043,,,,,,
59,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q104989047,literal,Stemona collinsae,literal,DTVYAHOULQCSMS-JRCMVJBUSA-N,literal,O=C1OC(C(OC)=C1C)=C2OC34OC5CC(N6CCC3C65CCCC)C4C2C,en,literal,"(5Z)-5-[(1R,4S,5R,6S,8S,9S,13R)-9-butyl-4-methyl-2,14-dioxa-10-azapentacyclo[6.5.1.01,5.06,10.09,13]tetradecan-3-ylidene]-4-methoxy-3-methylfuran-2-one",literal,10.1016/J.PHYTOCHEM.2007.03.002,,,,,,
60,uri,http://www.wikidata.org/entity/Q15543189,uri,http://www.wikidata.org/entity/Q27137726,literal,Stemona kerrii,literal,JDGNFRYDHRYXNL-ROHJGGRPSA-N,literal,CC1CC(OC1=O)C2CCC3N2CCCC4C3C(C(=C5C(=C(C(=O)O5)C)OC)O4)C,en,literal,protostemonine,literal,10.1016/S0031-9422(03)00332-7,literal,821988-1,literal,27495-40-5,,
61,uri,http://www.wikidata.org/entity/Q15543189,uri,http://www.wikidata.org/entity/Q27137726,literal,Stemona kerrii,literal,JDGNFRYDHRYXNL-ROHJGGRPSA-N,literal,CC1CC(OC1=O)C2CCC3N2CCCC4C3C(C(=C5C(=C(C(=O)O5)C)OC)O4)C,en,literal,protostemonine,literal,10.1021/NP070099O,literal,821988-1,literal,27495-40-5,,
62,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q27138465,literal,Stemona collinsae,literal,LWQZXNMQJHPTQF-UHFFFAOYSA-N,literal,CC1=C(C(=C(C=C1C2=CC3=C(O2)C=CC=C3O)OC)C)O,en,literal,Stemofuran E,literal,10.1021/NP0105073,,,,,literal,CHEMBL449756
63,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q27138466,literal,Stemona collinsae,literal,XCEKLBSFNZXDES-UHFFFAOYSA-N,literal,CC1=C(C=C(C=C1CCC2=C(C(=CC=C2)O)OC)OC)O,en,literal,Stilbostemin F,literal,10.1021/NP0105073,,,,,literal,CHEMBL464292
64,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q82123871,literal,Stemona collinsae,literal,ZZTDCNYCFAJAMX-UHFFFAOYSA-N,literal,C1=CC=C2C(=C1)C=C(O2)C3=CC(=CC(=C3)O)O,en,literal,"1,3-benzenediol, 5-(2-benzofuranyl)-",literal,10.1021/NP0105073,,,literal,439900-83-1,,
65,uri,http://www.wikidata.org/entity/Q104398938,uri,http://www.wikidata.org/entity/Q27104971,literal,Stemona collinsae,literal,DTVYAHOULQCSMS-WFDNSANHSA-N,literal,CCCCC12C3(CCN2C4(CC1(OC35C4(C(C)(C(=C6C(=C(C)C(=O)O6)OC)O5)[H])[H])[H])[H])[H],en,literal,stemofoline,literal,10.1016/S0031-9422(00)00443-X,,,,,,
