,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.type,structureLabel,refDOI.type,refDOI,structureLabel.xml:lang,structure_cas.type,structure_cas,chembl_id.type,chembl_id
26,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q105266336,literal,Coriaria japonica,literal,TXAJSAGDWBNKRX-DQLQDYHGSA-N,literal,O=C1OC2=C(O)C=C(C=C2OC3=C(O)C(O)=C(O)C=C13)C(=O)OC4OC5COC(=O)C=6C=C(O)C(O)=C(O)C6C7=C(O)C(O)=C(O)C=C7C(=O)OC5C(OC(=O)C8=CC(O)=C(O)C(O)=C8)C4OC(=O)C9=CC(O)=C(O)C(O)=C9,literal,271356-1,literal,Coriariin J,literal,10.1248/CPB.40.1703,en,,,,
27,uri,http://www.wikidata.org/entity/Q10915158,uri,http://www.wikidata.org/entity/Q27109255,literal,Coriaria intermedia,literal,SGNBVLSWZMBQTH-ZRUUVFCLSA-N,literal,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,literal,271355-1,literal,24-epicampesterol,literal,10.1016/0031-9422(95)00935-3,en,literal,4651-51-8,literal,CHEMBL485421
28,uri,http://www.wikidata.org/entity/Q5788530,uri,http://www.wikidata.org/entity/Q2997284,literal,Coriaria ruscifolia,literal,BWWDLKVKPVKBGJ-TWMZOSGRSA-N,literal,CC(=C)C1C2CC3(C4(CO4)C5C(C3(C1C(=O)O2)O)O5)C,literal,271369-1,literal,coriamyrtin,literal,10.1021/NP50010A017,en,literal,2571-86-0,,
29,uri,http://www.wikidata.org/entity/Q38637948,uri,http://www.wikidata.org/entity/Q105114939,literal,Coriaria microphylla,literal,IKTUZVAVHCTHSU-ULZPOIKGSA-N,literal,O=C1OC2C3OCC4(O)C5OC5C(O)(C1C2C(=C)C)C34C,literal,66024-2,literal,CID 10880921,literal,10.1055/S-2006-960944,en,literal,35481-77-7,,
30,uri,http://www.wikidata.org/entity/Q5788530,uri,http://www.wikidata.org/entity/Q106039677,literal,Coriaria ruscifolia,literal,LGZSARJAXHVXEV-YEJVQPDVSA-N,literal,O=C1OC2CC3(C)C(O)(C4OC4C53OC5)C1C2C(O)(C)C,literal,271369-1,literal,coriatin,literal,10.1055/S-2006-960944,en,,,,
31,uri,http://www.wikidata.org/entity/Q15532855,uri,http://www.wikidata.org/entity/Q82993642,literal,Coriaria angustissima,literal,CCAZWUJBLXKBAY-UHFFFAOYSA-N,literal,O=C1OC2C(O)C3(C)C(O)(C4OC4C53OC5)C1C2C(=C)C,literal,271350-1,literal,"1b,6-Dihydroxy-6a-methyl-8-(prop-1-en-2-yl)hexahydrospiro[2,5-methanooxireno[3,4]cyclopenta[1,2-d]oxepine-7,2'-oxiran]-3(2h)-one",literal,10.1248/CPB.53.1040,en,literal,79029-98-4,,
32,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q105114939,literal,Coriaria japonica,literal,IKTUZVAVHCTHSU-ULZPOIKGSA-N,literal,O=C1OC2C3OCC4(O)C5OC5C(O)(C1C2C(=C)C)C34C,literal,271356-1,literal,CID 10880921,literal,10.1248/CPB.35.182,en,literal,35481-77-7,,
33,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q105114939,literal,Coriaria japonica,literal,IKTUZVAVHCTHSU-ULZPOIKGSA-N,literal,O=C1OC2C3OCC4(O)C5OC5C(O)(C1C2C(=C)C)C34C,literal,271356-1,literal,CID 10880921,literal,10.1248/CPB.53.1040,en,literal,35481-77-7,,
34,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q83115401,literal,Coriaria japonica,literal,FJVMRJWMETUPFP-AIGHVOLPSA-N,literal,O=CC(OC(=O)C1=CC(O)=C(O)C(O)=C1)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C3OC(=O)C4=CC(O)=C(O)C(O)=C4C5=C(O)C(O)=C(OC6=C(O)C(O)=C(O)C=C6C(=O)OC7OC8COC(=O)C9=CC(O)=C(O)C(O)=C9C%10=C(O)C(O)=C(O)C=C%10C(=O)OC8C(OC(=O)C%11=CC(O)=C(O)C(O)=C%11)C7OC(=O)C%12=CC(O)=C(O)C(O)=C%12)C=C5C(=O)OCC3O,literal,271356-1,literal,Rugosin E,literal,10.1248/CPB.34.4092,en,literal,84744-51-4,,
35,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q416260,literal,Coriaria japonica,literal,WCGUUGGRBIKTOS-GPOJBZKASA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,literal,271356-1,literal,ursolic acid,literal,10.1016/0031-9422(95)00935-3,en,literal,77-52-1,literal,CHEMBL169
36,uri,http://www.wikidata.org/entity/Q5788530,uri,http://www.wikidata.org/entity/Q409478,literal,Coriaria ruscifolia,literal,REFJWTPEDVJJIY-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,literal,271369-1,literal,quercetin,literal,10.1021/NP50010A017,en,literal,117-39-5,literal,CHEMBL50
37,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q27108047,literal,Coriaria japonica,literal,HCXVJBMSMIARIN-KEJCWXRGSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,271356-1,literal,Poriferasterol,literal,10.1016/0031-9422(95)00935-3,en,literal,481-16-3,,
38,uri,http://www.wikidata.org/entity/Q12858021,uri,http://www.wikidata.org/entity/Q416260,literal,Coriaria nepalensis,literal,WCGUUGGRBIKTOS-GPOJBZKASA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,literal,271362-1,literal,ursolic acid,literal,10.1016/J.PHYTOL.2014.02.011,en,literal,77-52-1,literal,CHEMBL169
39,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q104984717,literal,Coriaria japonica,literal,DLVBJPNPSKYWLM-QNRRSCKBSA-N,literal,O=C1OCC2OC(OC(=O)C3=CC=C(OC4=C(O)C(O)=C(O)C=C4C(=O)OC5OC6COC(=O)C7=CC(O)=C(O)C(O)=C7C8=C(O)C(O)=C(O)C=C8C(=O)OC6C(OC(=O)C9=CC(O)=C(O)C(O)=C9)C5OC(=O)C%10=CC(O)=C(O)C(O)=C%10)C(O)=C3O)C(OC(=O)C%11=CC(O)=C(O)C(O)=C%11)C(OC(=O)C%12=CC(O)=C(O)C(O)=C%12)C2OC(=O)C%13=CC(O)=C(O)C(O)=C%13C%14=C(O)C(O)=C(O)C=C1%14,literal,271356-1,literal,Q104984717,literal,10.1248/CPB.34.4092,,,,,
40,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q104935388,literal,Coriaria japonica,literal,BGCHVCPVTOYOBZ-ZERDHVDHSA-N,literal,O=C1OC2C(O)C3(C)C(O)(C4OC4C53OC5)C1C2C(C)C,literal,271356-1,literal,"(1S,2R,3S,5R,6R,7R,8S,9R,12R)-2,8-dihydroxy-7-methyl-12-propan-2-ylspiro[4,10-dioxatetracyclo[7.2.1.02,7.03,5]dodecane-6,2'-oxirane]-11-one",literal,10.1248/CPB.53.1040,en,,,,
41,uri,http://www.wikidata.org/entity/Q5788530,uri,http://www.wikidata.org/entity/Q121802,literal,Coriaria ruscifolia,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,271369-1,literal,beta-sitosterol,literal,10.1021/NP50010A017,en,literal,64997-52-0,,
42,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q7856945,literal,Coriaria japonica,literal,CCAZWUJBLXKBAY-ULZPOIKGSA-N,literal,CC(=C)C1C2C(C3(C4(CO4)C5C(C3(C1C(=O)O2)O)O5)C)O,literal,271356-1,literal,tutin,literal,10.1248/CPB.35.182,en,literal,2571-22-4,literal,CHEMBL297057
43,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q7856945,literal,Coriaria japonica,literal,CCAZWUJBLXKBAY-ULZPOIKGSA-N,literal,CC(=C)C1C2C(C3(C4(CO4)C5C(C3(C1C(=O)O2)O)O5)C)O,literal,271356-1,literal,tutin,literal,10.1248/CPB.53.1040,en,literal,2571-22-4,literal,CHEMBL297057
44,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q105160073,literal,Coriaria japonica,literal,LZQHFDHJAWHWIN-YRFDMUNRSA-N,literal,O=C1OCC2OC(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC(=O)C4=CC(O)=C(O)C(O)=C4)C2OC(=O)C=5C=C(O)C(O)=C(O)C5C6=C(O)C(O)=C(OC7=C(O)C(O)=C(O)C=C7C(=O)OCC8(O)OC(CO)C(O)C(O)C8O)C=C16,literal,271356-1,literal,Q105160073,literal,10.1248/CPB.40.1703,,,,,
45,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q27106227,literal,Coriaria japonica,literal,BGZMXYWCTRIUII-YLVKXZTISA-N,literal,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)OC4=C(C(=C(C=C4C(=O)OC5C(C(C6C(O5)COC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O6)O)O)O)O)O)O)OC(=O)C9=CC(=C(C(=C9)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O,literal,271356-1,literal,Coriariin A,literal,10.1248/CPB.34.4533,en,literal,89871-78-3,,
46,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q27106227,literal,Coriaria japonica,literal,BGZMXYWCTRIUII-YLVKXZTISA-N,literal,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)OC4=C(C(=C(C=C4C(=O)OC5C(C(C6C(O5)COC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O6)O)O)O)O)O)O)OC(=O)C9=CC(=C(C(=C9)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O,literal,271356-1,literal,Coriariin A,literal,10.1021/NP50040A016,en,literal,89871-78-3,,
47,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q27106227,literal,Coriaria japonica,literal,BGZMXYWCTRIUII-YLVKXZTISA-N,literal,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)OC4=C(C(=C(C=C4C(=O)OC5C(C(C6C(O5)COC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O6)O)O)O)O)O)O)OC(=O)C9=CC(=C(C(=C9)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O,literal,271356-1,literal,Coriariin A,literal,10.1248/CPB.34.4092,en,literal,89871-78-3,,
48,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q104399335,literal,Coriaria japonica,literal,UHEIVXJZYBLWCX-ULZPOIKGSA-N,literal,O=C1OC2C(O)C(C(=C)C)C1C3(O)C4OC4C5(OC5)C23C,literal,271356-1,literal,Coriarin,literal,10.1248/CPB.53.1040,en,,,,
49,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q105349619,literal,Coriaria japonica,literal,YKDNTEQLKGYZHT-JSAIFSMWSA-N,literal,O=C(OC1C(O)OC2COC(=O)C=3C=C(O)C(O)=C(O)C3C4=C(O)C(O)=C(O)C=C4C(=O)OC2C1OC(=O)C5=CC(O)=C(O)C(O)=C5)C6=CC(O)=C(O)C(O)=C6,literal,271356-1,literal,1-Desgalloyleugeniin,literal,10.1248/CPB.34.4092,en,,,,
50,uri,http://www.wikidata.org/entity/Q12858021,uri,http://www.wikidata.org/entity/Q105114939,literal,Coriaria nepalensis,literal,IKTUZVAVHCTHSU-ULZPOIKGSA-N,literal,O=C1OC2C3OCC4(O)C5OC5C(O)(C1C2C(=C)C)C34C,literal,271362-1,literal,CID 10880921,literal,10.3987/COM-07-11021,en,literal,35481-77-7,,
51,uri,http://www.wikidata.org/entity/Q10915158,uri,http://www.wikidata.org/entity/Q422044,literal,Coriaria intermedia,literal,AFSDNFLWKVMVRB-UHFFFAOYSA-N,literal,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,literal,271355-1,literal,ellagic acid,literal,10.1016/0031-9422(95)00935-3,en,literal,476-66-4,literal,CHEMBL6246
52,uri,http://www.wikidata.org/entity/Q8340253,uri,http://www.wikidata.org/entity/Q104987840,literal,Coriaria japonica,literal,DSHXKESESRMIGQ-RDFPZCOFSA-N,literal,O=C(O)C1=CC(O)=C(O)C(O)=C1OC=2C=C3C(=O)OCC4OC(O)C(OC(=O)C5=CC(O)=C(O)C(O)=C5)C(OC(=O)C6=CC(O)=C(O)C(O)=C6)C4OC(=O)C=7C=C(O)C(O)=C(O)C7C3=C(O)C2O,literal,271356-1,literal,"2-[[(10R,11S,12R,13R,15R)-3,4,5,13,22,23-hexahydroxy-8,18-dioxo-11,12-bis[(3,4,5-trihydroxybenzoyl)oxy]-9,14,17-trioxatetracyclo[17.4.0.02,7.010,15]tricosa-1(23),2,4,6,19,21-hexaen-21-yl]oxy]-3,4,5-trihydroxybenzoic acid",literal,10.1248/CPB.34.4533,en,,,,
