,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,chembl_id.type,chembl_id,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
35,uri,http://www.wikidata.org/entity/Q2701573,uri,http://www.wikidata.org/entity/Q410836,literal,Vitis rotundifolia,literal,GLZPCOQZEFWAFX-JXMROGBWSA-N,literal,CC(=CCCC(=CCO)C)C,literal,106-24-1,literal,308496-2,literal,CHEMBL25719,en,literal,geraniol,literal,10.1111/J.1365-2621.1984.TB13669.X
36,uri,http://www.wikidata.org/entity/Q7937107,uri,http://www.wikidata.org/entity/Q104921829,literal,Vitis heyneana,literal,AZOFCKGVUFWNOT-UIKMSKOISA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=CC(=C3C2C=4C=C(O)C=C(O)C4)C5C6=CC=C(C=CC7=CC(O)=C8OC(C9=CC=C(O)C=C9)C(C=%10C=C(O)C=C(O)C%10)C8=C7)C=C6OC5C%11=CC=C(O)C=C%11,,,literal,68768-1,,,,literal,Q104921829,literal,10.3987/COM-03-9991
37,uri,http://www.wikidata.org/entity/Q7937107,uri,http://www.wikidata.org/entity/Q104403536,literal,Vitis heyneana,literal,RKFYYCKIHVEWHX-LXJGKARHSA-N,literal,OC1=CC=C(C=C1)C=CC=2C=C(O)C=C3OC(C4=CC=C(O)C=C4)C(C=5C=C(O)C=C6OC(C7=CC=C(O)C=C7)C(C=8C=C(O)C=C(O)C8)C65)C32,literal,168037-22-7,literal,68768-1,,,en,literal,"5-[(2R,3R)-6-hydroxy-4-[(2S,3S)-6-hydroxy-2-(4-hydroxyphenyl)-4-[(Z)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-3-yl]-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol",literal,10.3987/COM-03-9991
38,uri,http://www.wikidata.org/entity/Q2701573,uri,http://www.wikidata.org/entity/Q4634173,literal,Vitis rotundifolia,literal,MXLMTQWGSQIYOW-UHFFFAOYSA-N,literal,CC(C)C(C)O,literal,598-75-4,literal,308496-2,literal,CHEMBL443470,en,literal,3-methyl-2-butanol,literal,10.1111/J.1365-2621.1984.TB13669.X
39,uri,http://www.wikidata.org/entity/Q3269611,uri,http://www.wikidata.org/entity/Q105269888,literal,Vitis ficifolia,literal,UCGUBQISONYIPQ-JEORVNINSA-N,literal,OC1=CC=C(C=C1)C=CC=2C=C(O)C=C3OC(C4=CC=C(O)C=C4)C(C=5C=C(O)C=C6OC(C7=CC=C(O)C=C7)C(C=8C=C(O)C=C9OC(C%10=CC=C(O)C=C%10)C(C=%11C=C(O)C=C(O)C%11)C98)C65)C32,,,literal,68712-1,,,en,literal,Miyabenol A,literal,10.1055/S-2007-993786
40,uri,http://www.wikidata.org/entity/Q3269611,uri,http://www.wikidata.org/entity/Q105269888,literal,Vitis ficifolia,literal,UCGUBQISONYIPQ-JEORVNINSA-N,literal,OC1=CC=C(C=C1)C=CC=2C=C(O)C=C3OC(C4=CC=C(O)C=C4)C(C=5C=C(O)C=C6OC(C7=CC=C(O)C=C7)C(C=8C=C(O)C=C9OC(C%10=CC=C(O)C=C%10)C(C=%11C=C(O)C=C(O)C%11)C98)C65)C32,,,literal,68712-1,,,en,literal,Miyabenol A,literal,10.1021/NP049686P
41,uri,http://www.wikidata.org/entity/Q3017185,uri,http://www.wikidata.org/entity/Q104392961,literal,Vitis shuttleworthii,literal,INYJZRKTYXTZHP-KQLCGWBMSA-N,literal,O=C(OC(C(=O)O)C(O)C(=O)O)C=CC1=CC=C(O)C=C1,literal,67920-37-0,literal,294723-2,,,en,literal,"(2R,3R)-2-hydroxy-3-[(Z)-3-(4-hydroxyphenyl)prop-2-enoyl]oxybutanedioic acid",literal,10.1016/0031-9422(86)80078-4
42,uri,http://www.wikidata.org/entity/Q3017680,uri,http://www.wikidata.org/entity/Q104392961,literal,Vitis girdiana,literal,INYJZRKTYXTZHP-KQLCGWBMSA-N,literal,O=C(OC(C(=O)O)C(O)C(=O)O)C=CC1=CC=C(O)C=C1,literal,67920-37-0,literal,266086-2,,,en,literal,"(2R,3R)-2-hydroxy-3-[(Z)-3-(4-hydroxyphenyl)prop-2-enoyl]oxybutanedioic acid",literal,10.1016/0031-9422(86)80078-4
43,uri,http://www.wikidata.org/entity/Q7937107,uri,http://www.wikidata.org/entity/Q104400235,literal,Vitis heyneana,literal,SPVHTVMXBGFLEG-IKQHZLIHSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=CC(=C3C2C=4C=C(O)C=C(O)C4)C5C6=CC(=CC=C6OC5C7=CC=C(O)C=C7)C=CC=8C=C9C(=CC8O)CC(C%10=CC=C(O)C=C%10)C9C=%11C=C(O)C=C(O)C%11,,,literal,68768-1,,,en,literal,heyneanol A,literal,10.1016/0031-9422(96)00069-6
44,uri,http://www.wikidata.org/entity/Q7937107,uri,http://www.wikidata.org/entity/Q104945274,literal,Vitis heyneana,literal,BSKGJESYXYEJPI-IUJWURMNSA-N,literal,O=C1C=C(C=CC2=CC=C(O)C=C2)CC(C=3C=C(O)C=C(O)C3)C(C4=CC=C(O)C=C4)C1,,,literal,68768-1,,,en,literal,"(5S,6S)-5-(3,5-dihydroxyphenyl)-6-(4-hydroxyphenyl)-3-[(E)-2-(4-hydroxyphenyl)ethenyl]cyclohept-2-en-1-one",literal,10.1021/NP049686P
45,uri,http://www.wikidata.org/entity/Q3269611,uri,http://www.wikidata.org/entity/Q105262422,literal,Vitis ficifolia,literal,SVSWTEAHRCVGAR-JIGRFQDASA-N,literal,O=C1C=C(C=CC2=CC=C(O)C=C2)C3C(=O)C1C(C4=CC=C(O)C=C4)C3C=5C=C(O)C=C(O)C5,literal,82084-87-5,literal,68712-1,,,en,literal,"(1R,5S,6S,7S)-6-(3,5-Dihydroxyphenyl)-7-(4-hydroxyphenyl)-4-[(E)-2-(4-hydroxyphenyl)ethenyl]bicyclo[3.2.1]octa-3-ene-2,8-dione",literal,10.1021/NP049686P
46,uri,http://www.wikidata.org/entity/Q2701573,uri,http://www.wikidata.org/entity/Q52353,literal,Vitis rotundifolia,literal,WVDDGKGOMKODPV-UHFFFAOYSA-N,literal,C1=CC=C(C=C1)CO,literal,100-51-6,literal,308496-2,literal,CHEMBL720,en,literal,benzyl alcohol,literal,10.1021/JF00112A014
47,uri,http://www.wikidata.org/entity/Q2701573,uri,http://www.wikidata.org/entity/Q52353,literal,Vitis rotundifolia,literal,WVDDGKGOMKODPV-UHFFFAOYSA-N,literal,C1=CC=C(C=C1)CO,literal,100-51-6,literal,308496-2,literal,CHEMBL720,en,literal,benzyl alcohol,literal,10.1111/J.1365-2621.1984.TB13669.X
48,uri,http://www.wikidata.org/entity/Q2701573,uri,http://www.wikidata.org/entity/Q422305,literal,Vitis rotundifolia,literal,KJXSIXMJHKAJOD-LSDHHAIUSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC(O)=C(O)C(O)=C3)C1O,literal,27200-12-0,literal,308496-2,,,en,literal,ampelopsin,literal,10.3390/MOLECULES23112761
49,uri,http://www.wikidata.org/entity/Q7937107,uri,http://www.wikidata.org/entity/Q105181330,literal,Vitis heyneana,literal,NLGXAHIGTMHRGA-SKXWPKFWSA-N,literal,OC1=CC=C(C=C1OC)C2C3=CC(OC4OC(CO)C(O)C(O)C4O)=C(OC)C=C3CC(CO)C2COC5OCC(O)C(O)C5O,,,literal,68768-1,,,en,literal,"(2S,3R,4S,5S,6R)-2-[[(6R,7R,8S)-8-(4-hydroxy-3-methoxyphenyl)-6-(hydroxymethyl)-3-methoxy-7-[[(2R,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]-5,6,7,8-tetrahydronaphthalen-2-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,10.3987/COM-03-9991
50,uri,http://www.wikidata.org/entity/Q7937107,uri,http://www.wikidata.org/entity/Q105381278,literal,Vitis heyneana,literal,ZPWLPRIDCQRENH-WMFIYKLJSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=CC(C=CC4=CC=C(O)C=C4C5C=6C=C(O)C=C7OC(C8=CC=C(O)C=C8)C(C=9C=C(O)C=C(O)C9C5C%10=CC=C(O)C=C%10)C76)=C3C2C=%11C=C(O)C=C(O)C%11,,,literal,68768-1,,,en,literal,"(1S,9S)-9-[2-[(E)-2-[(2S)-3-(3,5-dihydroxyphenyl)-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]ethenyl]-5-hydroxyphenyl]-8,16-bis(4-hydroxyphenyl)-15-oxatetracyclo[8.6.1.02,7.014,17]heptadeca-2(7),3,5,10(17),11,13-hexaene-4,6,12-triol",literal,10.1055/S-2007-993786
51,uri,http://www.wikidata.org/entity/Q7937107,uri,http://www.wikidata.org/entity/Q105381278,literal,Vitis heyneana,literal,ZPWLPRIDCQRENH-WMFIYKLJSA-N,literal,OC1=CC=C(C=C1)C2OC3=CC(O)=CC(C=CC4=CC=C(O)C=C4C5C=6C=C(O)C=C7OC(C8=CC=C(O)C=C8)C(C=9C=C(O)C=C(O)C9C5C%10=CC=C(O)C=C%10)C76)=C3C2C=%11C=C(O)C=C(O)C%11,,,literal,68768-1,,,en,literal,"(1S,9S)-9-[2-[(E)-2-[(2S)-3-(3,5-dihydroxyphenyl)-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]ethenyl]-5-hydroxyphenyl]-8,16-bis(4-hydroxyphenyl)-15-oxatetracyclo[8.6.1.02,7.014,17]heptadeca-2(7),3,5,10(17),11,13-hexaene-4,6,12-triol",literal,10.1021/NP049686P
52,uri,http://www.wikidata.org/entity/Q2701573,uri,http://www.wikidata.org/entity/Q416114,literal,Vitis rotundifolia,literal,WRYLYDPHFGVWKC-UHFFFAOYSA-N,literal,CC1=CCC(CC1)(C(C)C)O,literal,562-74-3,literal,308496-2,literal,CHEMBL507795,en,literal,(+/-)-4-terpineol,literal,10.1021/JF00112A014
53,uri,http://www.wikidata.org/entity/Q7937107,uri,http://www.wikidata.org/entity/Q105249544,literal,Vitis heyneana,literal,SBLZVJIHPWRSQQ-KXBFYZLASA-N,literal,OC1=CC=C(C=C1OC)C2OC3=C(OC)C=C(C=C3C2CO)CCCO,,,literal,68768-1,,,en,literal,Vladinol F,literal,10.3987/COM-03-9991
54,uri,http://www.wikidata.org/entity/Q2712633,uri,http://www.wikidata.org/entity/Q27145743,literal,Vitis monticola,literal,INYJZRKTYXTZHP-MFFLNWJUSA-N,literal,C1=CC(=CC=C1C=CC(=O)OC(C(C(=O)O)O)C(=O)O)O,literal,27174-06-7,literal,305707-2,,,en,literal,"(2R,3S)-trans-coutaric acid",literal,10.1016/0031-9422(86)80078-4
55,uri,http://www.wikidata.org/entity/Q2713015,uri,http://www.wikidata.org/entity/Q27145743,literal,Vitis arizonica,literal,INYJZRKTYXTZHP-MFFLNWJUSA-N,literal,C1=CC(=CC=C1C=CC(=O)OC(C(C(=O)O)O)C(=O)O)O,literal,27174-06-7,literal,68559-1,,,en,literal,"(2R,3S)-trans-coutaric acid",literal,10.1016/0031-9422(86)80078-4
56,uri,http://www.wikidata.org/entity/Q2701573,uri,http://www.wikidata.org/entity/Q418164,literal,Vitis rotundifolia,literal,AMIMRNSIRUDHCM-UHFFFAOYSA-N,literal,CC(C)C=O,literal,78-84-2,literal,308496-2,literal,CHEMBL1404017,en,literal,isobutyraldehyde,literal,10.1111/J.1365-2621.1984.TB13669.X
