,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structure_cas.type,structure_cas,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
12,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q105025452,literal,Platanus orientalis,literal,HBRMGOGRNSBDFZ-QLKFWGTOSA-N,literal,O=C(OC=1C(=C(C=2OC(C)(CCC2C1C)CCCCCCCCCCCCCCCC)C)C)CCCCCCCCCCCCC,literal,685873-1,,,en,literal,"[(2S)-2-hexadecyl-2,5,7,8-tetramethyl-3,4-dihydrochromen-6-yl] tetradecanoate",literal,10.1007/BF00629969,,
13,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q151082,literal,Platanus orientalis,literal,IUJAMGNYPWYUPM-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,literal,685873-1,literal,630-04-6,en,literal,hentriacontane,literal,10.1055/S-0028-1097634,literal,CHEMBL257490
14,uri,http://www.wikidata.org/entity/Q157739,uri,http://www.wikidata.org/entity/Q105030041,literal,Platanus occidentalis,literal,HKZIBACORRUGAC-RPOQWLEFSA-N,literal,O=C(OC1C(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)OC(C)C(O)C1OC(=O)C=CC5=CC=C(O)C=C5)C=CC6=CC=C(O)C=C6,literal,685871-1,,,en,literal,"2-(4-Hydroxyphenyl)-3-[2-O,3-O-bis(4-hydroxy-cis-cinnamoyl)-alpha-L-rhamnopyranosyloxy]-5,7-dihydroxy-4H-1-benzopyran-4-one",literal,10.1021/NP900499Q,,
15,uri,http://www.wikidata.org/entity/Q157739,uri,http://www.wikidata.org/entity/Q105030040,literal,Platanus occidentalis,literal,HKZIBACORRUGAC-QXOUIGBESA-N,literal,O=C(OC1C(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)OC(C)C(O)C1OC(=O)C=CC5=CC=C(O)C=C5)C=CC6=CC=C(O)C=C6,literal,685871-1,,,en,literal,"[(2S,3R,4R,5S,6S)-2-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-5-hydroxy-3-[3-(4-hydroxyphenyl)prop-2-enoyloxy]-6-methyloxan-4-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",literal,10.1021/NP900499Q,,
16,uri,http://www.wikidata.org/entity/Q59420135,uri,http://www.wikidata.org/entity/Q105257156,literal,Platanus hybrida,literal,SOSLMHZOJATCCP-RKWUQAGCSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=CC4,,,,,en,literal,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",literal,10.1016/0031-9422(90)83055-6,,
17,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q105030039,literal,Platanus orientalis,literal,HKZIBACORRUGAC-FIFPDCARSA-N,literal,O=C(OC1C(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)OC(C)C(O)C1OC(=O)C=CC5=CC=C(O)C=C5)C=CC6=CC=C(O)C=C6,literal,685873-1,,,en,literal,Platanoside,literal,10.1006/PHRS.1999.0562,,
18,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q105275976,literal,Platanus orientalis,literal,UNHHWEHQUUGKEE-MVWLVJQOSA-N,literal,O=C1C(O)=C(OC=2C1=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C2CCC(O)(C)C)C=4C=CC(O)=CC4,literal,685873-1,,,en,literal,"3,5-dihydroxy-8-(3-hydroxy-3-methylbutyl)-2-(4-hydroxyphenyl)-7-[(2S,3R,4S,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",literal,10.1055/S-0028-1097634,,
19,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q105030043,literal,Platanus orientalis,literal,HKZIBACORRUGAC-UHFFFAOYSA-N,literal,O=C(OC1C(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)OC(C)C(O)C1OC(=O)C=CC5=CC=C(O)C=C5)C=CC6=CC=C(O)C=C6,literal,685873-1,,,en,literal,"[2-[5,7-Dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-5-hydroxy-3-[3-(4-hydroxyphenyl)prop-2-enoyloxy]-6-methyloxan-4-yl] 3-(4-hydroxyphenyl)prop-2-enoate",literal,10.1055/S-2006-959751,,
20,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q105030043,literal,Platanus orientalis,literal,HKZIBACORRUGAC-UHFFFAOYSA-N,literal,O=C(OC1C(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)OC(C)C(O)C1OC(=O)C=CC5=CC=C(O)C=C5)C=CC6=CC=C(O)C=C6,literal,685873-1,,,en,literal,"[2-[5,7-Dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-5-hydroxy-3-[3-(4-hydroxyphenyl)prop-2-enoyloxy]-6-methyloxan-4-yl] 3-(4-hydroxyphenyl)prop-2-enoate",literal,10.1016/0031-9422(90)83055-6,,
21,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q105375642,literal,Platanus orientalis,literal,ZHDPKQZVOAQXJR-RWYGWLOXSA-N,literal,O=C(OC=1C(=C(C=2OC(C)(CCC2C1C)CCCCCCCCCCCCCCCC)C)C)CCCCCCCCCCC,literal,685873-1,,,en,literal,"[(2S)-2-hexadecyl-2,5,7,8-tetramethyl-3,4-dihydrochromen-6-yl] dodecanoate",literal,10.1007/BF00629969,,
22,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q105341842,literal,Platanus orientalis,literal,XTSAKAIOOOOJPS-UHFFFAOYSA-N,literal,O=C(OC1C(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)OC(C)C(O)C1O)C=CC5=CC=C(O)C=C5,literal,685873-1,,,en,literal,"[2-[5,7-Dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-methyloxan-3-yl] 3-(4-hydroxyphenyl)prop-2-enoate",literal,10.1055/S-2006-959751,,
23,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q105341842,literal,Platanus orientalis,literal,XTSAKAIOOOOJPS-UHFFFAOYSA-N,literal,O=C(OC1C(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)OC(C)C(O)C1O)C=CC5=CC=C(O)C=C5,literal,685873-1,,,en,literal,"[2-[5,7-Dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-methyloxan-3-yl] 3-(4-hydroxyphenyl)prop-2-enoate",literal,10.1021/NP50099A027,,
24,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q83050135,literal,Platanus orientalis,literal,PFMNFSXMCRSYMU-UHFFFAOYSA-N,literal,CCCCCCCCCCCC(CCCCCCCCCCC)O,literal,685873-1,literal,24897-74-3,en,literal,12-Tricosanol,literal,10.1055/S-0028-1097634,,
25,uri,http://www.wikidata.org/entity/Q157739,uri,http://www.wikidata.org/entity/Q105229905,literal,Platanus occidentalis,literal,QXUNGRHXORFDRJ-XRSFSJJUSA-N,literal,O=C(OC1C(OCC(=O)C=2C(O)=CC(O)=CC2OCC3=CC=C(O)C=C3)OC(C)C(O)C1OC(=O)C=CC4=CC=C(O)C=C4)C=CC5=CC=C(O)C=C5,literal,685871-1,,,en,literal,"[(2R,3R,4R,5S,6S)-2-[2-[2,4-dihydroxy-6-[(4-hydroxyphenyl)methoxy]phenyl]-2-oxoethoxy]-5-hydroxy-3-[(Z)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-6-methyloxan-4-yl] (Z)-3-(4-hydroxyphenyl)prop-2-enoate",literal,10.1021/NP900499Q,,
26,uri,http://www.wikidata.org/entity/Q157739,uri,http://www.wikidata.org/entity/Q105229904,literal,Platanus occidentalis,literal,QXUNGRHXORFDRJ-CRVUQLIHSA-N,literal,O=C(OC1C(OCC(=O)C=2C(O)=CC(O)=CC2OCC3=CC=C(O)C=C3)OC(C)C(O)C1OC(=O)C=CC4=CC=C(O)C=C4)C=CC5=CC=C(O)C=C5,literal,685871-1,,,en,literal,"[(2R,3R,4R,5S,6S)-2-[2-[2,4-dihydroxy-6-[(4-hydroxyphenyl)methoxy]phenyl]-2-oxoethoxy]-5-hydroxy-3-[3-(4-hydroxyphenyl)prop-2-enoyloxy]-6-methyloxan-4-yl] 3-(4-hydroxyphenyl)prop-2-enoate",literal,10.1021/NP900499Q,,
27,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q27106854,literal,Platanus orientalis,literal,UNRFDARCMOHDBJ-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCC,literal,685873-1,literal,502-73-8,en,literal,16-hentriacontanone,literal,10.1055/S-0028-1097634,,
28,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q20054527,literal,Platanus orientalis,literal,ROOBHHSRWJOKSH-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,literal,685873-1,literal,544-86-5,en,literal,1-hentriacontanol,literal,10.1055/S-0028-1097634,,
29,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q7247552,literal,Platanus orientalis,literal,XFZJEEAOWLFHDH-NFJBMHMQSA-N,literal,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,literal,685873-1,literal,29106-49-8,en,literal,(+)-procyanidin B2,literal,10.1023/B:CONC.0000025479.07578.5D,literal,CHEMBL38714
30,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q5382492,literal,Platanus orientalis,literal,LSHVYAFMTMFKBA-TZIWHRDSSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,literal,685873-1,literal,1257-08-5,en,literal,Epicatechin gallate,literal,10.1023/B:CONC.0000025479.07578.5D,literal,CHEMBL36327
31,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q105282036,literal,Platanus orientalis,literal,UYYFMMVVJLEKFH-QLKFWGTOSA-N,literal,O=C(OC=1C(=C(C=2OC(C)(CCC2C1C)CCCCCCCCCCCCCCCC)C)C)CCCCCCCCCCCC=C,literal,685873-1,,,en,literal,"[(2S)-2-hexadecyl-2,5,7,8-tetramethyl-3,4-dihydrochromen-6-yl] tetradec-13-enoate",literal,10.1007/BF00629969,,
32,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q415007,literal,Platanus orientalis,literal,PFTAWBLQPZVEMU-DZGCQCFKSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,685873-1,literal,154-23-4,en,literal,(+)-catechin,literal,10.1023/B:CONC.0000025479.07578.5D,literal,CHEMBL311498
33,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q23418844,literal,Platanus orientalis,literal,DVGGLGXQSFURLP-VWMSDXGPSA-N,literal,C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O,literal,685873-1,literal,20316-62-5,en,literal,tiliroside,literal,10.1055/S-2006-959751,literal,CHEMBL266564
34,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q23418844,literal,Platanus orientalis,literal,DVGGLGXQSFURLP-VWMSDXGPSA-N,literal,C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O,literal,685873-1,literal,20316-62-5,en,literal,tiliroside,literal,10.1006/PHRS.1999.0562,literal,CHEMBL266564
35,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q4748994,literal,Platanus orientalis,literal,UNHHWEHQUUGKEE-MLLLWRCASA-N,literal,CC(C)(CCC1=C(C=C(C2=C1OC(=C(C2=O)O)C3=CC=C(C=C3)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,literal,685873-1,literal,641-94-1,en,literal,amurensin,literal,10.1055/S-0028-1097634,,
36,uri,http://www.wikidata.org/entity/Q157739,uri,http://www.wikidata.org/entity/Q105030039,literal,Platanus occidentalis,literal,HKZIBACORRUGAC-FIFPDCARSA-N,literal,O=C(OC1C(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)OC(C)C(O)C1OC(=O)C=CC5=CC=C(O)C=C5)C=CC6=CC=C(O)C=C6,literal,685871-1,,,en,literal,Platanoside,literal,10.1021/NP900499Q,,
37,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q105031090,literal,Platanus orientalis,literal,HNWBPMDFXRYUGL-GWHBCOKCSA-N,literal,O=C(OC=1C(=C(C=2OC(C)(CCC2C1C)CCCCCCCCCCCCCCCC)C)C)CCCCCCCCCCCCCCC,literal,685873-1,,,en,literal,"[(2S)-2-hexadecyl-2,5,7,8-tetramethyl-3,4-dihydrochromen-6-yl] hexadecanoate",literal,10.1007/BF00629969,,
38,uri,http://www.wikidata.org/entity/Q161105,uri,http://www.wikidata.org/entity/Q102165851,literal,Platanus orientalis,literal,BUOLDWJIICQRBU-RGOYVLDUSA-N,literal,O=C(OC1CC2=C(O)C=C(O)C(=C2OC1C3=CC(O)=C(O)C(O)=C3)C4C=5C(O)=CC(O)=CC5OC(C6=CC=C(O)C(O)=C6)C4O)C7=CC(O)=C(O)C(O)=C7,literal,685873-1,literal,126715-89-7,en,literal,Epicatechin-(4β→8)-epigallocatechin 3'-gallate,literal,10.1023/B:CONC.0000025479.07578.5D,,
