,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structure_cas.type,structure_cas,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
11,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q76423800,literal,Bixa orellana,literal,UNTSJRBZLAUZBX-VBBCTIIMSA-N,literal,O=C(OC)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)OC)C)C)C)C,literal,33335-2,literal,62697-46-5,en,literal,trans-Methylbixin,literal,10.1016/S0031-9422(97)00462-7,,
12,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q422044,literal,Cochlospermum tinctorium,literal,AFSDNFLWKVMVRB-UHFFFAOYSA-N,literal,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,literal,111537-1,literal,476-66-4,en,literal,ellagic acid,literal,10.1016/0378-8741(87)90051-1,literal,CHEMBL6246
13,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q63409529,literal,Cochlospermum tinctorium,literal,LTMXHUUHBSCKEK-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCC(=O)CC,literal,111537-1,literal,18787-64-9,en,literal,hexadecan-3-one,literal,10.1016/0031-9422(91)83485-4,,
14,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q82467519,literal,Cochlospermum tinctorium,literal,GUXGPSBHTJHEQG-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCC(=O)CCO,literal,111537-1,literal,10575-28-7,en,literal,1-Hydroxyoctadecan-3-one,literal,10.1016/0031-9422(91)83485-4,,
15,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q76856685,literal,Bixa orellana,literal,QJUIMMSGBIDDCA-XXTRIWPXSA-N,literal,O=C(OC)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)C)C)C)C)C,literal,33335-2,literal,201996-49-8,en,literal,"Methyl (9Z)-6'-oxo-6,5'-diapo-6-carotenoate",literal,10.1016/S0031-9422(97)00462-7,,
16,uri,http://www.wikidata.org/entity/Q15475706,uri,http://www.wikidata.org/entity/Q424567,literal,Cochlospermum gillivraei,literal,KZNIFHPLKGYRTM-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,literal,111524-1,literal,520-36-5,en,literal,apigenin,literal,10.1016/0031-9422(75)80380-3,literal,CHEMBL28
17,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q110197553,literal,Bixa orellana,literal,SLFLEAITCHGGJK-SHRAUFJESA-N,literal,O=C(OC)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC=C(C)CCC=C(C)C)C)C)C)C,literal,33335-2,,,en,literal,"methyl (6E,8E,10E,12E,14E,16Z,20E)-4,8,13,17,21,25-hexamethylhexacosa-2,4,6,8,10,12,14,16,18,20,24-undecaenoate",literal,10.1021/JF960412K,,
18,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105129954,literal,Bixa orellana,literal,JJVFBFRZNDECHL-HQUQIGTBSA-N,literal,O=C(OC)C(=CC=CC(=CC=CC=C(C=CC=C(C=CC=C(C)CCC=C(C)C)C)C)C)C,literal,33335-2,,,en,literal,"methyl (2Z,4E,6E,8E,10E,12E,14E,16E,18E)-2,6,11,15,19,23-hexamethyltetracosa-2,4,6,8,10,12,14,16,18,22-decaenoate",literal,10.1021/JF960412K,,
19,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q27109835,literal,Bixa orellana,literal,OJISWRZIEWCUBN-UHFFFAOYSA-N,literal,CC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C,literal,33335-2,literal,7614-21-3,en,literal,geranylgeraniol,literal,10.1016/0031-9422(89)80298-5,,
20,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105129956,literal,Bixa orellana,literal,JJVFBFRZNDECHL-IOWCZIHDSA-N,literal,O=C(OC)C(=CC=CC(=CC=CC=C(C=CC=C(C=CC=C(C)CCC=C(C)C)C)C)C)C,literal,33335-2,,,en,literal,"methyl (16E,18E)-2,6,11,15,19,23-hexamethyltetracosa-2,4,6,8,10,12,14,16,18,22-decaenoate",literal,10.1021/JF960412K,,
21,uri,http://www.wikidata.org/entity/Q134567,uri,http://www.wikidata.org/entity/Q105007402,literal,Cochlospermum,literal,GEXJMFRWDKABED-YEAYHJQXSA-N,literal,O=C(O)C(=CC=CC(=CC=CC=C(C=CC=C(C=CC1(O)C(=CC(=O)CC1(C)C)C)C)C)C)C,literal,331501-2,,,en,literal,"(2E,4E,6E,8E,10E,12E,14E,16E)-17-[(1R)-1-hydroxy-2,6,6-trimethyl-4-oxocyclohex-2-en-1-yl]-2,6,11,15-tetramethylheptadeca-2,4,6,8,10,12,14,16-octaenoic acid",literal,10.1021/NP020008H,,
22,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q105007400,literal,Cochlospermum tinctorium,literal,GEXJMFRWDKABED-OCVQWPDRSA-N,literal,O=C(O)C(=CC=CC(=CC=CC=C(C=CC=C(C=CC1(O)C(=CC(=O)CC1(C)C)C)C)C)C)C,literal,111537-1,,,en,literal,"(2E,4E,6E,8E,10E,12E,14E,16E)-17-[(1S)-1-hydroxy-2,6,6-trimethyl-4-oxocyclohex-2-en-1-yl]-2,6,11,15-tetramethylheptadeca-2,4,6,8,10,12,14,16-octaenoic acid",literal,10.1016/S0031-9422(00)81841-5,,
23,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105232573,literal,Bixa orellana,literal,RAFGELQLHMBRHD-BLOCSRKMSA-N,literal,O=C(O)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)OC)C)C)C)C,literal,33335-2,,,en,literal,CID 134688154,literal,10.1055/S-2006-959961,,
24,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105232573,literal,Bixa orellana,literal,RAFGELQLHMBRHD-BLOCSRKMSA-N,literal,O=C(O)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)OC)C)C)C)C,literal,33335-2,,,en,literal,CID 134688154,literal,10.1111/J.1365-2621.1991.TB08664.X,,
25,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105232573,literal,Bixa orellana,literal,RAFGELQLHMBRHD-BLOCSRKMSA-N,literal,O=C(O)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)OC)C)C)C)C,literal,33335-2,,,en,literal,CID 134688154,literal,10.1016/0031-9422(89)80298-5,,
26,uri,http://www.wikidata.org/entity/Q134567,uri,http://www.wikidata.org/entity/Q105207652,literal,Cochlospermum,literal,PFCVZKFJHRCLCC-RZPCCDJSSA-N,literal,O=C(O)C12CCC(C(=C)C)C2C3CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC4(C)C3(C)CC1,literal,331501-2,,,en,literal,"(1R,3aS,5aR,5bR,7aR,9R,10R,11aR,11bR,13aR,13bS)-9,10-dihydroxy-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid",literal,10.1021/NP020008H,,
27,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105384352,literal,Bixa orellana,literal,ZVKOASAVGLETCT-UHFFFAOYSA-N,literal,O=C(O)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)O)C)C)C)C,literal,33335-2,,,en,literal,"4,8,13,17-Tetramethylicosa-2,4,6,8,10,12,14,16,18-nonaenedioic acid",literal,10.1021/JF011325H,,
28,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q27161440,literal,Cochlospermum tinctorium,literal,CJPNOLIZCWDHJK-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCC(=O)C,literal,111537-1,literal,2345-28-0,en,literal,2-pentadecanone,literal,10.1016/0031-9422(91)83485-4,literal,CHEMBL3273567
29,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q110080533,literal,Cochlospermum tinctorium,literal,GEXJMFRWDKABED-UHFFFAOYSA-N,literal,O=C(O)C(=CC=CC(=CC=CC=C(C=CC=C(C=CC1(O)C(=CC(=O)CC1(C)C)C)C)C)C)C,literal,111537-1,,,en,literal,"17-(1-Hydroxy-2,6,6-trimethyl-4-oxocyclohex-2-en-1-yl)-2,6,11,15-tetramethylheptadeca-2,4,6,8,10,12,14,16-octaenoic acid",literal,10.1021/NP020008H,,
30,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q388692,literal,Bixa orellana,literal,WQGWDDDVZFFDIG-UHFFFAOYSA-N,literal,C1=CC(=C(C(=C1)O)O)O,literal,33335-2,literal,87-66-1,en,literal,pyrogallol,literal,10.1248/CPB.39.3346,literal,CHEMBL307145
31,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105131336,literal,Bixa orellana,literal,JMFNGSBVJBPGQR-SUIFZPBZSA-N,literal,O=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)OC)C)C)C)C,literal,33335-2,,,en,literal,"methyl (4Z,6E)-4,8,13,17-tetramethyl-18-oxooctadeca-2,4,6,8,10,12,14,16-octaenoate",literal,10.1016/0031-9422(89)80298-5,,
32,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105131335,literal,Bixa orellana,literal,JMFNGSBVJBPGQR-SLLYOIFISA-N,literal,O=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)OC)C)C)C)C,literal,33335-2,,,en,literal,"methyl (6E,8E,10E,12E,14E,16E)-4,8,13,17-tetramethyl-18-oxooctadeca-2,4,6,8,10,12,14,16-octaenoate",literal,10.1016/0031-9422(89)80298-5,,
33,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105131335,literal,Bixa orellana,literal,JMFNGSBVJBPGQR-SLLYOIFISA-N,literal,O=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)OC)C)C)C)C,literal,33335-2,,,en,literal,"methyl (6E,8E,10E,12E,14E,16E)-4,8,13,17-tetramethyl-18-oxooctadeca-2,4,6,8,10,12,14,16-octaenoate",literal,10.1016/S0031-9422(97)00462-7,,
34,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105346478,literal,Bixa orellana,literal,YCTKONHGXCYDJD-YKBIRWAZSA-N,literal,O=COCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,literal,33335-2,,,en,literal,"(2E,6E,10E)-3,7,11,15-Tetramethylhexadeca-2,6,10,14-tetraen-1-yl formate",literal,10.1016/0031-9422(89)80298-5,,
35,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q104251937,literal,Cochlospermum tinctorium,literal,IKVOLCVFLNPJTB-DKTSKWFVSA-N,literal,O=C(O)C(=CC=CC(=CC=CC=C(C=CC1(O)C(=CC(=O)CC1(C)C)C)C)C)C,literal,111537-1,,,en,literal,Cochloxanthin,literal,10.1021/NP020008H,,
36,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q104251937,literal,Cochlospermum tinctorium,literal,IKVOLCVFLNPJTB-DKTSKWFVSA-N,literal,O=C(O)C(=CC=CC(=CC=CC=C(C=CC1(O)C(=CC(=O)CC1(C)C)C)C)C)C,literal,111537-1,,,en,literal,Cochloxanthin,literal,10.1016/0378-8741(92)90013-H,,
37,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q104251937,literal,Cochlospermum tinctorium,literal,IKVOLCVFLNPJTB-DKTSKWFVSA-N,literal,O=C(O)C(=CC=CC(=CC=CC=C(C=CC1(O)C(=CC(=O)CC1(C)C)C)C)C)C,literal,111537-1,,,en,literal,Cochloxanthin,literal,10.1080/01483919808068324,,
38,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q104251937,literal,Cochlospermum tinctorium,literal,IKVOLCVFLNPJTB-DKTSKWFVSA-N,literal,O=C(O)C(=CC=CC(=CC=CC=C(C=CC1(O)C(=CC(=O)CC1(C)C)C)C)C)C,literal,111537-1,,,en,literal,Cochloxanthin,literal,10.1016/S0031-9422(00)81841-5,,
39,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q104957811,literal,Cochlospermum tinctorium,literal,CGLATYJYVGGWSS-UHFFFAOYSA-N,literal,O=C(OCCC(=O)CCCCCCCCCCCCC)C,literal,111537-1,,,en,literal,3-oxohexadecyl acetate,literal,10.1016/0031-9422(91)83485-4,,
40,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q105278737,literal,Cochlospermum tinctorium,literal,UTFNIBFOPIPGMO-UHFFFAOYSA-N,literal,O=C(C=1C=C(C=C(C1)C(=O)CCCCCCCCCCCCCCC)C(=O)CCCCCCCCCCCCC)CCCCCCCCCCCCC,literal,111537-1,,,en,literal,"1-(3,5-ditetradecanoylphenyl)hexadecan-1-one",literal,10.1016/0031-9422(91)83485-4,,
41,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q1997371,literal,Bixa orellana,literal,ZVKOASAVGLETCT-UOGKPENDSA-N,literal,CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)O)C=CC=C(C)C=CC(=O)O,literal,33335-2,literal,542-40-5,en,literal,trans-norbixin,literal,10.1126/SCIENCE.1085162,literal,CHEMBL1602127
42,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q1997371,literal,Bixa orellana,literal,ZVKOASAVGLETCT-UOGKPENDSA-N,literal,CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)O)C=CC=C(C)C=CC(=O)O,literal,33335-2,literal,542-40-5,en,literal,trans-norbixin,literal,10.1016/S0278-6915(03)00104-2,literal,CHEMBL1602127
43,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q1997371,literal,Bixa orellana,literal,ZVKOASAVGLETCT-UOGKPENDSA-N,literal,CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)O)C=CC=C(C)C=CC(=O)O,literal,33335-2,literal,542-40-5,en,literal,trans-norbixin,literal,10.1021/JF011325H,literal,CHEMBL1602127
44,uri,http://www.wikidata.org/entity/Q134567,uri,http://www.wikidata.org/entity/Q110080533,literal,Cochlospermum,literal,GEXJMFRWDKABED-UHFFFAOYSA-N,literal,O=C(O)C(=CC=CC(=CC=CC=C(C=CC=C(C=CC1(O)C(=CC(=O)CC1(C)C)C)C)C)C)C,literal,331501-2,,,en,literal,"17-(1-Hydroxy-2,6,6-trimethyl-4-oxocyclohex-2-en-1-yl)-2,6,11,15-tetramethylheptadeca-2,4,6,8,10,12,14,16-octaenoic acid",literal,10.1016/S0031-9422(00)81841-5,,
45,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q27136070,literal,Cochlospermum tinctorium,literal,PFCVZKFJHRCLCC-PGOIBATFSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(CC(C(C5(C)C)O)O)C)C)C(=O)O,literal,111537-1,literal,19533-92-7,en,literal,"2alpha,3beta-dihydroxy-20(29)-lupen-28-oic acid",literal,10.1021/NP020008H,literal,CHEMBL511805
46,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105129959,literal,Bixa orellana,literal,JJVFBFRZNDECHL-UHFFFAOYSA-N,literal,O=C(OC)C(=CC=CC(=CC=CC=C(C=CC=C(C=CC=C(C)CCC=C(C)C)C)C)C)C,literal,33335-2,,,en,literal,"Methyl 2,6,11,15,19,23-hexamethyltetracosa-2,4,6,8,10,12,14,16,18,22-decaenoate",literal,10.1021/JF960412K,,
47,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q11595687,literal,Cochlospermum tinctorium,literal,XZRVRYFILCSYSP-OAHLLOKOSA-N,literal,CC1=CCC(CC1)C(=C)CCC=C(C)C,literal,111537-1,literal,495-61-4,en,literal,β-bisabolene,literal,10.1016/0031-9422(91)83485-4,literal,CHEMBL1077088
48,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105255273,literal,Bixa orellana,literal,SLFLEAITCHGGJK-UFOXFSCGSA-N,literal,O=C(OC)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC=C(C)CCC=C(C)C)C)C)C)C,literal,33335-2,,,en,literal,"methyl (6E,8E,10E,12E,14E,16Z,18Z,20E)-4,8,13,17,21,25-hexamethylhexacosa-2,4,6,8,10,12,14,16,18,20,24-undecaenoate",literal,10.1021/JF960412K,,
49,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q110080896,literal,Bixa orellana,literal,HGHHNWCIHWXUJC-UHFFFAOYSA-N,literal,O=C1C=C(OC2=C(O)C(OS(=O)(=O)O)=CC(O)=C12)C=3C=CC(O)=C(O)C3,literal,33335-2,,,en,literal,8-hydroxyluteolin 7-sulfate,literal,10.1016/S0031-9422(00)98620-5,,
50,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105162022,literal,Bixa orellana,literal,MDXPQYRVTKKYEX-HGWFUOHVSA-N,literal,O=CC=CC=C(C=CC=C(C=CC(=O)OC)C)C,literal,33335-2,literal,201996-40-9,en,literal,"(2E,4Z,6E,8E,10E)-4,8-Dimethyl-12-oxo-2,4,6,8,10-dodecapentaenoic acid methyl ester",literal,10.1016/S0031-9422(97)00462-7,,
51,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q375837,literal,Cochlospermum tinctorium,literal,LNTHITQWFMADLM-UHFFFAOYSA-N,literal,C1=C(C=C(C(=C1O)O)O)C(=O)O,literal,111537-1,literal,149-91-7,en,literal,gallic acid,literal,10.1016/0378-8741(87)90051-1,literal,CHEMBL288114
52,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q105269223,literal,Cochlospermum tinctorium,literal,UBCVTAPCCQRPJS-UHFFFAOYSA-N,literal,O=C(CCO)CCCCCCCCCCC,literal,111537-1,,,en,literal,1-hydroxytetradecan-3-one,literal,10.1021/NP020008H,,
53,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q110199791,literal,Bixa orellana,literal,QJUIMMSGBIDDCA-UHFFFAOYSA-N,literal,O=C(OC)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)C)C)C)C)C,literal,33335-2,,,en,literal,"Methyl 4,8,13,17-tetramethyl-20-oxohenicosa-2,4,6,8,10,12,14,16,18-nonaenoate",literal,10.1016/S0031-9422(97)00462-7,,
54,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105222881,literal,Bixa orellana,literal,QJUIMMSGBIDDCA-BFGQCICXSA-N,literal,O=C(OC)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)C)C)C)C)C,literal,33335-2,,,en,literal,"methyl (6E,8E,10E,12E,14E,16E,18E)-4,8,13,17-tetramethyl-20-oxohenicosa-2,4,6,8,10,12,14,16,18-nonaenoate",literal,10.1016/S0031-9422(97)00462-7,,
55,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q27104272,literal,Bixa orellana,literal,ODADKLYLWWCHNB-LDYBVBFYSA-N,literal,CC1=C2C(=CC(=C1)O)CCC(O2)(C)CCC=C(C)CCC=C(C)CCC=C(C)C,literal,33335-2,literal,25612-59-3,en,literal,δ-tocotrienol,literal,10.1016/0031-9422(89)80298-5,literal,CHEMBL121305
56,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105187407,literal,Bixa orellana,literal,NXZZZYUALZNGOO-RNSKSJTOSA-N,literal,O=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)OC)C)C)C,literal,33335-2,,,en,literal,"methyl (6E,8E,10E,12E,14E)-4,8,13-trimethyl-16-oxohexadeca-2,4,6,8,10,12,14-heptaenoate",literal,10.1016/S0031-9422(97)00462-7,,
57,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q105141765,literal,Bixa orellana,literal,KJAWBWQJDQHEDL-UHFFFAOYSA-N,literal,O=C(OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C(=O)OC)C)C)C)C,literal,33335-2,,,en,literal,"1-O-methyl 18-O-(3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenyl) 2,6,11,15-tetramethyloctadeca-2,4,6,8,10,12,14,16-octaenedioate",literal,10.1016/S0031-9422(98)00761-4,,
58,uri,http://www.wikidata.org/entity/Q147701,uri,http://www.wikidata.org/entity/Q104978248,literal,Bixa orellana,literal,DFRROFUPJNRAIP-BANIWAEYSA-N,literal,O=C(OC)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C)C,literal,33335-2,,,en,literal,"1-methyl 20-(3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraen-1-yl) (6E,8E,10E,12E,14E,16E,18E)-4,8,13,17-tetramethylicosa-2,4,6,8,10,12,14,16,18-nonaenedioate",literal,10.1016/S0031-9422(98)00761-4,,
59,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q161617,literal,Cochlospermum tinctorium,literal,LQZZUXJYWNFBMV-UHFFFAOYSA-N,literal,CCCCCCCCCCCCO,literal,111537-1,literal,112-53-8,en,literal,lauryl alcohol,literal,10.1016/0031-9422(91)83485-4,literal,CHEMBL24722
60,uri,http://www.wikidata.org/entity/Q15474572,uri,http://www.wikidata.org/entity/Q104916838,literal,Cochlospermum tinctorium,literal,AQHKWALTXQHZKK-GLDUGTPFSA-N,literal,O=C(OC1C(O)CC2(C)C(CCC3(C)C2CCC4C5C(C(=C)C)CCC5(C(=O)O)CCC43C)C1(C)C)C=CC6=CC=C(O)C=C6,literal,111537-1,literal,67911-62-0,en,literal,2-O-p-Coumaroyllalphitolic acid,literal,10.1021/NP020008H,,
