,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,chembl_id.type,chembl_id,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
10,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q384111,literal,Byrsonima crassifolia,literal,QGJZLNKBHJESQX-FZFNOLFKSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,literal,472-15-1,literal,556033-1,literal,CHEMBL269277,en,literal,betulinic acid,literal,10.3109/13880209509088143
11,uri,http://www.wikidata.org/entity/Q133573,uri,http://www.wikidata.org/entity/Q82787994,literal,Banisteriopsis caapi,literal,PINCERXQILXQIT-UHFFFAOYSA-N,literal,COC1=CC2=C(C=C1)C3=C(N2)C(=NC=C3)C(=O)N,literal,62230-09-5,literal,555820-1,,,en,literal,harmanamide,literal,10.1016/S0031-9422(00)88936-0
12,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q48837901,literal,Byrsonima crassifolia,literal,PZZRDJXEMZMZFD-IEGSVRCHSA-N,literal,O=C1C(OC2OCC(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(O)C4,literal,22255-13-6,literal,556033-1,,,en,literal,guaijaverin,literal,10.3109/13880209509088143
13,uri,http://www.wikidata.org/entity/Q133573,uri,http://www.wikidata.org/entity/Q416260,literal,Banisteriopsis caapi,literal,WCGUUGGRBIKTOS-GPOJBZKASA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,literal,77-52-1,literal,555820-1,literal,CHEMBL169,en,literal,ursolic acid,literal,10.1016/S0031-9422(00)88936-0
14,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q409366,literal,Byrsonima crassifolia,literal,MQYXUWHLBZFQQO-QGTGJCAVSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C,literal,545-47-1,literal,556033-1,literal,CHEMBL289191,en,literal,lupeol,literal,10.1016/S0031-9422(96)00842-4
15,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q409366,literal,Byrsonima crassifolia,literal,MQYXUWHLBZFQQO-QGTGJCAVSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C,literal,545-47-1,literal,556033-1,literal,CHEMBL289191,en,literal,lupeol,literal,10.3109/13880209509088143
16,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q483752,literal,Byrsonima crassifolia,literal,KZSNJWFQEVHDMF-BYPYZUCNSA-N,literal,CC(C)C(C(=O)O)N,literal,72-18-4,literal,556033-1,literal,CHEMBL43068,en,literal,L-valine,literal,10.3109/13880209509088143
17,uri,http://www.wikidata.org/entity/Q133573,uri,http://www.wikidata.org/entity/Q82665897,literal,Banisteriopsis caapi,literal,GGTFWDPYRXONGD-UHFFFAOYSA-N,literal,O=C(OC)C1=NC=CC=2C=3C=CC(OC)=CC3NC12,literal,57498-79-0,literal,555820-1,,,en,literal,Methyl 7-methoxy-9H-beta-carboline-1-carboxylate,literal,10.1016/0031-9422(75)85365-9
18,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q418628,literal,Byrsonima crassifolia,literal,MIJYXULNPSFWEK-GTOFXWBISA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,literal,508-02-1,literal,556033-1,literal,CHEMBL168,en,literal,oleanolic acid,literal,10.1016/S0031-9422(96)00842-4
19,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q418628,literal,Byrsonima crassifolia,literal,MIJYXULNPSFWEK-GTOFXWBISA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,literal,508-02-1,literal,556033-1,literal,CHEMBL168,en,literal,oleanolic acid,literal,10.3109/13880209509088143
20,uri,http://www.wikidata.org/entity/Q15400120,uri,http://www.wikidata.org/entity/Q951449,literal,Byrsonima coccolobifolia,literal,IKMDFBPHZNJCSN-UHFFFAOYSA-N,literal,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,literal,529-44-2,literal,556020-1,literal,CHEMBL164,en,literal,myricetin,literal,10.1021/NP400717M
21,uri,http://www.wikidata.org/entity/Q15384174,uri,http://www.wikidata.org/entity/Q6913266,literal,Acridocarpus vivy,literal,UMYJVVZWBKIXQQ-QALSDZMNSA-N,literal,CC1(CCC2(CCC3(C(C2=C1)CCC4C3(CCC5C4(CCC(=O)C5(C)C)C)C)C)C(=O)O)C,literal,6713-27-5,literal,555377-1,literal,CHEMBL472646,en,literal,moronic acid,literal,10.1021/NP040058H
22,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q5242815,literal,Byrsonima crassifolia,literal,OVSQVDMCBVZWGM-DTGCRPNFSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,literal,482-36-0,literal,556033-1,,,en,literal,hyperoside,literal,10.1016/S0031-9422(96)00842-4
23,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q5242815,literal,Byrsonima crassifolia,literal,OVSQVDMCBVZWGM-DTGCRPNFSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,literal,482-36-0,literal,556033-1,,,en,literal,hyperoside,literal,10.3109/13880209509088143
24,uri,http://www.wikidata.org/entity/Q15386522,uri,http://www.wikidata.org/entity/Q409366,literal,Byrsonima microphylla,literal,MQYXUWHLBZFQQO-QGTGJCAVSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C,literal,545-47-1,literal,300796-2,literal,CHEMBL289191,en,literal,lupeol,literal,10.1016/J.PHYTOCHEM.2005.07.011
25,uri,http://www.wikidata.org/entity/Q15384174,uri,http://www.wikidata.org/entity/Q6913266,literal,Acridocarpus vivy,literal,UMYJVVZWBKIXQQ-QALSDZMNSA-N,literal,CC1(CCC2(CCC3(C(C2=C1)CCC4C3(CCC5C4(CCC(=O)C5(C)C)C)C)C)C(=O)O)C,literal,6713-27-5,literal,555377-1,literal,CHEMBL472646,en,literal,moronic acid,literal,10.1021/NP040058H.S001
26,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q419726,literal,Byrsonima crassifolia,literal,FVWJYYTZTCVBKE-ROUWMTJPSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,literal,473-98-3,literal,556033-1,literal,CHEMBL23236,en,literal,betulin,literal,10.3109/13880209509088143
27,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q375837,literal,Byrsonima crassifolia,literal,LNTHITQWFMADLM-UHFFFAOYSA-N,literal,C1=C(C=C(C(=C1O)O)O)C(=O)O,literal,149-91-7,literal,556033-1,literal,CHEMBL288114,en,literal,gallic acid,literal,10.1016/0031-9422(94)00934-L
28,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q415007,literal,Byrsonima crassifolia,literal,PFTAWBLQPZVEMU-DZGCQCFKSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,154-23-4,literal,556033-1,literal,CHEMBL311498,en,literal,(+)-catechin,literal,10.1016/S0031-9422(96)00842-4
29,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q415007,literal,Byrsonima crassifolia,literal,PFTAWBLQPZVEMU-DZGCQCFKSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,154-23-4,literal,556033-1,literal,CHEMBL311498,en,literal,(+)-catechin,literal,10.3109/13880209509088143
30,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q415007,literal,Byrsonima crassifolia,literal,PFTAWBLQPZVEMU-DZGCQCFKSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,154-23-4,literal,556033-1,literal,CHEMBL311498,en,literal,(+)-catechin,literal,10.1016/0031-9422(94)00934-L
31,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q409478,literal,Byrsonima crassifolia,literal,REFJWTPEDVJJIY-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,literal,117-39-5,literal,556033-1,literal,CHEMBL50,en,literal,quercetin,literal,10.3109/13880209509088143
32,uri,http://www.wikidata.org/entity/Q15384174,uri,http://www.wikidata.org/entity/Q72515925,literal,Acridocarpus vivy,literal,PHFUCJXOLZAQNH-OTMOLZNZSA-N,literal,O=C(OC1CCC2(C)C3CC=C4C5C(C)C(C)CCC5(C(=O)O)CCC4(C)C3(C)CCC2C1(C)C)C,literal,7372-30-7,literal,555377-1,,,en,literal,Ursolic acid acetate,literal,10.1021/NP040058H
33,uri,http://www.wikidata.org/entity/Q133573,uri,http://www.wikidata.org/entity/Q418628,literal,Banisteriopsis caapi,literal,MIJYXULNPSFWEK-GTOFXWBISA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,literal,508-02-1,literal,555820-1,literal,CHEMBL168,en,literal,oleanolic acid,literal,10.1016/S0031-9422(00)88936-0
34,uri,http://www.wikidata.org/entity/Q133573,uri,http://www.wikidata.org/entity/Q7247552,literal,Banisteriopsis caapi,literal,XFZJEEAOWLFHDH-NFJBMHMQSA-N,literal,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,literal,29106-49-8,literal,555820-1,literal,CHEMBL38714,en,literal,(+)-procyanidin B2,literal,10.1016/J.JEP.2009.10.030
35,uri,http://www.wikidata.org/entity/Q15386522,uri,http://www.wikidata.org/entity/Q419726,literal,Byrsonima microphylla,literal,FVWJYYTZTCVBKE-ROUWMTJPSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,literal,473-98-3,literal,300796-2,literal,CHEMBL23236,en,literal,betulin,literal,10.1016/J.PHYTOCHEM.2005.07.011
36,uri,http://www.wikidata.org/entity/Q15384174,uri,http://www.wikidata.org/entity/Q416260,literal,Acridocarpus vivy,literal,WCGUUGGRBIKTOS-GPOJBZKASA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,literal,77-52-1,literal,555377-1,literal,CHEMBL169,en,literal,ursolic acid,literal,10.1021/NP040058H
37,uri,http://www.wikidata.org/entity/Q15384174,uri,http://www.wikidata.org/entity/Q416260,literal,Acridocarpus vivy,literal,WCGUUGGRBIKTOS-GPOJBZKASA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,literal,77-52-1,literal,555377-1,literal,CHEMBL169,en,literal,ursolic acid,literal,10.1021/NP040058H.S001
38,uri,http://www.wikidata.org/entity/Q133573,uri,http://www.wikidata.org/entity/Q82963108,literal,Banisteriopsis caapi,literal,SNGVLDNQSXBDPZ-UHFFFAOYSA-N,literal,CC(=O)C1=NC=CC2=C1NC3=C2C=CC(=C3)OC,literal,62230-10-8,literal,555820-1,,,en,literal,acetylnorharmine,literal,10.1016/S0031-9422(00)88936-0
39,uri,http://www.wikidata.org/entity/Q133573,uri,http://www.wikidata.org/entity/Q82998598,literal,Banisteriopsis caapi,literal,PURIRTNUIAQQNH-NSHDSACASA-N,literal,O=C(O)C=1C=CC=CC1C2N(C)CCC2,literal,83807-63-0,literal,555820-1,,,en,literal,2-(1-Methylpyrrolidin-2-yl)benzoic acid,literal,10.1021/NP50023A021
40,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q121802,literal,Byrsonima crassifolia,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,19044-06-5,literal,556033-1,,,en,literal,beta-sitosterol,literal,10.3109/13880209509088143
41,uri,http://www.wikidata.org/entity/Q5519320,uri,http://www.wikidata.org/entity/Q103818348,literal,Galphimia,literal,DFTOCERTSAMQSM-UHFFFAOYSA-N,literal,O=C1OCC2(C(O)C)C(OC(=O)C)C(O)C3C(C)(CCC4(C(=O)OC)C5(O)CC(=C)CCC5(C)CCC34C)C2C=C1,,,literal,30008520-2,,,en,literal,"Methyl 22-acetyloxy-10,23-dihydroxy-21-(1-hydroxyethyl)-2,5,14-trimethyl-8-methylidene-18-oxo-19-oxapentacyclo[12.9.0.02,11.05,10.015,21]tricos-16-ene-11-carboxylate",literal,10.1021/NP0304666
42,uri,http://www.wikidata.org/entity/Q5519320,uri,http://www.wikidata.org/entity/Q104194281,literal,Galphimia,literal,PCDQKEPIJYVOPG-UHFFFAOYSA-N,literal,O=C1OCC2(CC(O)C3C(C)(CCC4(C(=O)OC)C5(O)CC(=C)CCC5(C)CCC34C)C2C=C1)C(O)C,,,literal,30008520-2,,,en,literal,"Methyl 10,23-dihydroxy-21-(1-hydroxyethyl)-2,5,14-trimethyl-8-methylidene-18-oxo-19-oxapentacyclo[12.9.0.02,11.05,10.015,21]tricos-16-ene-11-carboxylate",literal,10.1021/NP0304666
43,uri,http://www.wikidata.org/entity/Q5519320,uri,http://www.wikidata.org/entity/Q104172176,literal,Galphimia,literal,MYRCCYOWAVWIKR-UHFFFAOYSA-N,literal,O=C1OCC2(CC(O)C3C(C)(CCC4(C(=O)OC)C5(O)CC(=CCC5(C)CCC34C)C)C2C=C1)C(O)C,,,literal,30008520-2,,,en,literal,"Methyl 10,23-dihydroxy-21-(1-hydroxyethyl)-2,5,8,14-tetramethyl-18-oxo-19-oxapentacyclo[12.9.0.02,11.05,10.015,21]tricosa-7,16-diene-11-carboxylate",literal,10.1021/NP0304666
44,uri,http://www.wikidata.org/entity/Q133573,uri,http://www.wikidata.org/entity/Q128381,literal,Banisteriopsis caapi,literal,BXNJHAXVSOCGBA-UHFFFAOYSA-N,literal,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC,literal,442-51-3,literal,555820-1,literal,CHEMBL269538,en,literal,harmine,literal,10.1016/0378-8741(84)90003-5
45,uri,http://www.wikidata.org/entity/Q133573,uri,http://www.wikidata.org/entity/Q128381,literal,Banisteriopsis caapi,literal,BXNJHAXVSOCGBA-UHFFFAOYSA-N,literal,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC,literal,442-51-3,literal,555820-1,literal,CHEMBL269538,en,literal,harmine,literal,10.1016/J.JEP.2009.10.030
46,uri,http://www.wikidata.org/entity/Q133573,uri,http://www.wikidata.org/entity/Q128381,literal,Banisteriopsis caapi,literal,BXNJHAXVSOCGBA-UHFFFAOYSA-N,literal,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC,literal,442-51-3,literal,555820-1,literal,CHEMBL269538,en,literal,harmine,literal,10.1002/JPS.3030421215
47,uri,http://www.wikidata.org/entity/Q15384174,uri,http://www.wikidata.org/entity/Q105165024,literal,Acridocarpus vivy,literal,MIJYXULNPSFWEK-LXLHWSNGSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,,,literal,555377-1,,,en,literal,"(4aS,6aS,6aS,6bR,8aS,10S,12aR,14bR)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",literal,10.1021/NP040058H
48,uri,http://www.wikidata.org/entity/Q133573,uri,http://www.wikidata.org/entity/Q105302575,literal,Banisteriopsis caapi,literal,WDPFRGQQVWGXLZ-DOHUFJDSSA-N,literal,O=C1N2CCC=3C=4C=CC(OC)=CC4NC3C2C(OC5OC(CO)C(O)C(O)C5O)C(O)C(O)C1O,,,literal,555820-1,,,en,literal,"(2S,3R,4S,5R,6S)-4,5,6-trihydroxy-15-methoxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,18-diazatetracyclo[9.7.0.02,8.012,17]octadeca-1(11),12(17),13,15-tetraen-7-one",literal,10.1016/J.JEP.2009.10.030
49,uri,http://www.wikidata.org/entity/Q15400120,uri,http://www.wikidata.org/entity/Q110178377,literal,Byrsonima coccolobifolia,literal,MNNMLZRGKMWAMG-LOSJGSFVSA-N,literal,O=C(OC=1C=C(OC(=O)C)C=2C(=O)C(OC(=O)C)C(OC2C1)C3=CC=C(OC(=O)C)C(OC(=O)C)=C3)C,,,literal,556020-1,,,en,literal,"2beta-[3,4-Bis(acetyloxy)phenyl]-3alpha,5,7-tris(acetyloxy)chroman-4-one",literal,10.1021/NP400717M
50,uri,http://www.wikidata.org/entity/Q2046782,uri,http://www.wikidata.org/entity/Q27144360,literal,Byrsonima crassifolia,literal,RKEYKDXXZCICFZ-UHFFFAOYSA-N,literal,C1CC(NCC1O)C(=O)O,literal,13096-31-6,literal,556033-1,,,en,literal,5-hydroxypipecolic acid,literal,10.3109/13880209509088143
51,uri,http://www.wikidata.org/entity/Q15384174,uri,http://www.wikidata.org/entity/Q3050376,literal,Acridocarpus vivy,literal,JPMYFOBNRRGFNO-UHFFFAOYSA-N,literal,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,literal,437-64-9,literal,555377-1,literal,CHEMBL210635,en,literal,genkwanin,literal,10.1021/NP040058H
52,uri,http://www.wikidata.org/entity/Q15400120,uri,http://www.wikidata.org/entity/Q105176475,literal,Byrsonima coccolobifolia,literal,NAQNISJXKDSYJD-DHWIRCOFSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(OC)=C(O)C4,literal,30484-88-9,literal,556020-1,,,en,literal,"2-(3,5-dihydroxy-4-methoxyphenyl)-5,7-dihydroxy-3-{[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}chromen-4-one",literal,10.1021/NP400717M
53,uri,http://www.wikidata.org/entity/Q15384174,uri,http://www.wikidata.org/entity/Q15427946,literal,Acridocarpus vivy,literal,ROCUOVBWAWAQFD-UHFFFAOYSA-N,literal,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)OC)O,literal,25739-41-7,literal,555377-1,literal,CHEMBL508292,en,literal,velutin,literal,10.1021/NP040058H
54,uri,http://www.wikidata.org/entity/Q15384174,uri,http://www.wikidata.org/entity/Q3050376,literal,Acridocarpus vivy,literal,JPMYFOBNRRGFNO-UHFFFAOYSA-N,literal,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,literal,437-64-9,literal,555377-1,literal,CHEMBL210635,en,literal,genkwanin,literal,10.1021/NP040058H.S001
55,uri,http://www.wikidata.org/entity/Q133573,uri,http://www.wikidata.org/entity/Q23050136,literal,Banisteriopsis caapi,literal,PFTAWBLQPZVEMU-UKRRQHHQSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,490-46-0,literal,555820-1,literal,CHEMBL583912,en,literal,(−)-epicatechin,literal,10.1016/J.JEP.2009.10.030
56,uri,http://www.wikidata.org/entity/Q3259298,uri,http://www.wikidata.org/entity/Q105031711,literal,Lophanthera lactescens,literal,HPIDWIFHVWYABU-TVMKDUJHSA-N,literal,O=C1OC(C)C2(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3C(C)(CCC4C5(O)CC(=C)C6OC6(C(=O)OC)C5(C)C(OC(=O)C)C(OC(=O)C)C43C)C2C=C1,,,literal,143553-2,,,en,literal,"methyl (1S,2R,3S,4R,5R,6S,8R,11R,12R,15S,16S,21R,22R,23R,24S)-3,4,23,24-tetraacetyloxy-22-(acetyloxymethyl)-11-hydroxy-2,5,15,21-tetramethyl-9-methylidene-19-oxo-7,20-dioxahexacyclo[13.9.0.02,12.05,11.06,8.016,22]tetracos-17-ene-6-carboxylate",literal,10.1016/0031-9422(90)83048-6
57,uri,http://www.wikidata.org/entity/Q15384174,uri,http://www.wikidata.org/entity/Q27136426,literal,Acridocarpus vivy,literal,ATCLOZHDTYBRBI-MGIFRHGRSA-N,literal,CC(=O)OC1CCC2(C3CCC4C5=CC(CCC5(CCC4(C3(CCC2C1(C)C)C)C)C(=O)O)(C)C)C,literal,59132-34-2,literal,555377-1,,,en,literal,3beta-acetoxyolean-18-en-28-oic acid,literal,10.1021/NP040058H
58,uri,http://www.wikidata.org/entity/Q3259298,uri,http://www.wikidata.org/entity/Q105252454,literal,Lophanthera lactescens,literal,SGNBVLSWZMBQTH-XQBXDOQXSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(C)C(C)C)C2(C)CC1,,,literal,143553-2,,,en,literal,"(3R,8S,9S,10R,13R,14S,17R)-17-[(2R,5S)-5,6-dimethylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,10.1016/0031-9422(90)83048-6
59,uri,http://www.wikidata.org/entity/Q15384174,uri,http://www.wikidata.org/entity/Q105254240,literal,Acridocarpus vivy,literal,SJEAJSNWCSDEKP-QJLBSXEYSA-N,literal,O=C(OCC1(C(=O)CCC2(C)C1CCC3(C)C2CCC4C5=CC(C)(C)CCC5(C(=O)O)CCC43C)C)C,,,literal,555377-1,,,en,literal,Acridocarpusic acid B,literal,10.1021/NP040058H
60,uri,http://www.wikidata.org/entity/Q133573,uri,http://www.wikidata.org/entity/Q15138221,literal,Banisteriopsis caapi,literal,RHVPEFQDYMMNSY-UHFFFAOYSA-N,literal,OC=1C=CC2=C(C1)NC=3C(=NCCC23)C,literal,525-57-5,literal,555820-1,,,en,literal,harmalol,literal,10.1016/0378-8741(84)90003-5
