,CAS ID,InChIKey,SMILES
0,160472-83-3,CNIIGWQCMRZTQE-FARLHRFMNA-N,CC[C@H]1C=CC(=O)O[C@H]1/C=C/[C@](O)(CCN)[C@@H](C[C@@H](O)/C=CC=C/[C@@H]1CCC[C@H](O)C1)OP(=O)(O)O
0,116085-13-3,XGTHSIJNFVPCTN-CAWRRWMVNA-N,C=C1[C@H]2C(=O)[C@@H]3C4N(C)[C@H]5CC3([C@@H]1O)[C@@H]([C@@H]2OC(C)=O)[C@@]41[C@H](OC(C)=O)C(OC(=O)c2ccccc2)C[C@@](C)(C=O)[C@@H]51
0,78285-90-2,WYDPEADEZMZKNM-POIXCTIBNA-N,CC1(C)CC[C@]2(C(=O)O)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
0,94513-58-3,SUAXOYITDJNGFM-CEROPAHZNA-N,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
0,862248-71-3,DAHKLTNNCUHZKI-OSUNWFNGNA-N,COC(=O)/C1=CC=C(C(C)C)CC/C(C)=C/CC[C@]2(C)O[C@H]2CC1
0,639-30-5,JLUFXYAXVHAFTF-ATAOJMNUNA-N,CC[C@H]1C2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2C5=O)N3[C@@H]1O
0,1802562-75-9,BPJUVUJVWZYBTE-GSQZTXNFSA-N,CC1=C(COC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(=O)OC(C(C)C2CCC3C4C(O)C=C5CC=CC(=O)C5(C)C4CCC23C)C1
0,50906-48-4,BFCBWGVCQKVMCS-HZWSJCOENA-N,CC1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O[C@@H]4OC(CO)[C@@H](O)C(O)C4O[C@@H]4OC(CO)[C@@H](O)C(O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)C(O)[C@@H](O)[C@H]1O
0,1006384-26-4,HFPYKCSIIPOAQC-LQKAMQBPNA-N,COc1cc([C@H]2Oc3cc(OC)c(O)cc3C(=O)[C@@H]2O)ccc1O
0,62223-56-7,XBHWAKRDNVCHEC-KZLBDLOZSA-N,COc1cc(C(O)C(CO)Oc2ccc(CCCO)cc2O)ccc1OC1OCC(O)C(O)C1O
0,65597-42-4,PNHQFFOWCUDBPX-UHFFFAOYSA-N,COC(=O)c1cocc2c(C=O)ccc1-2
0,1048964-51-7,LWORTIDRRYUBBP-FPDMNZKNNA-N,C[C@@]1(O)CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(=O)/C=C/c3ccc(O)cc3)[C@@H]21
0,68743-81-7,VFIPOZSOMJAAJD-MMKUUCIRNA-N,COC1CC(N)C(O[C@H]2OC(C(C)N)CCC2N)C(O)C1N(C)C(=O)CNC=O
0,441764-90-5,YFVGIJBUXMQFOF-YWODZQPKNA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@H](C)[C@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1
0,464196-55-2,SODZZSVBHUWRIB-NQGHAXHLNA-N,COc1ccc2c(c1O)O[C@H]1c3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3OC[C@@H]21
0,326793-74-2,PSQQPRMLISSRFV-CHDAUWAONA-N,COC(=O)C1=C2C[C@H](O)[C@@H](C)[C@H]2[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@@H]1OC
0,858341-33-0,FAVVSWILBWUORT-NSYOMAHZNA-N,C[C@H]1C[C@H]2OC(=O)[C@@]3(C)CCC[C@@](C)([C@@H]23)[C@@]1(O)CCC1=CCOC1=O
0,768382-08-7,OWJPGUSQKTZURC-MJMILZHMNA-N,COc1cc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4OC(=O)/C=C/c4ccc(O)c(O)c4)cc3o2)ccc1O
0,25390-16-3,BTRWTSHCXGFFFL-VDXSOMGHNA-N,CO[C@@H]1[C@@H](O)[C@H](C)O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](C2)C[C@@H]2O[C@]24[C@@H]3CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]42O)[C@H]1OC(C)=O
0,1037306-22-1,MTUPEWBIUKFRBD-FLGAVMNKNA-N,COc1cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c(O)c1O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
0,79411-09-9,ZVLQWTVKYAUQOB-MNVRBBJQNA-N,CC(C)=CCC(O)/C(C)=C/CC/C(=C/CC/C(C)=C/CO)CO
0,94714-56-4,BHXVNJJNKMZPQB-UHFFFAOYSA-N,CC(CCC1(O)OC2CC3C4CC=C5CC(OC6OC(COC7OC(CO)C(O)C(O)C7OC7OC(C)C(O)C(O)C7O)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O
0,188559-93-5,SQVLUNIFVQDZEK-AKTFOIEFNA-N,C=C1CC23C[C@H]4C5[C@]67C[C@@H](OC(=O)C(C)CC)[C@@H](OC(C)=O)[C@]5(C)CN4C6[C@@]2(O)[C@H](O)[C@H]1[C@@H](O)[C@]37O
0,4670-05-7,IPMYMEWFZKHGAX-YLFZSFKTNA-N,O=c1c(O)cc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc2c([C@H]3Oc4cc(O)cc(O)c4C[C@H]3O)cc(O)c(O)c12
0,871566-40-4,YZTGEXBKZQSPCH-MNQVGSFZNA-N,C[C@@H]1[C@@H]2C(=O)C[C@H]3[C@]4(C)CCC[C@](C)(CO)[C@H]4C[C@@H](O)[C@]3(C2O)[C@@H]1O
0,1604-28-0,KSKXSFZGARKWOW-GQCTYLIASA-N,CC(=O)C=CC=C(C)C
0,101843-07-6,RIXCWIXCRFKZGU-KSLXBNEPNA-N,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1[C@@H]1OC[C@H](O)[C@H](O)C1O[C@@H]1OC[C@@H](O)[C@H](O)C1O
0,942925-11-3,ZNOYYQHKAOUVRD-UHFFFAOYNA-N,COc1cc2c(c(O)c1OC)-c1c(cc3c(c1OC)OCO3)C(OC(=O)c1ccccc1)C(C)(O)C(C)C2O
0,924895-51-2,GLMNDDJSYQXNSY-UHFFFAOYSA-N,COc1cc(O)cc2c1-c1ccc(O)cc1C2=O
0,1416246-16-6,NNKJYMDNJZVRFF-CZKYMYBASA-N,CC(=O)OC[C@@]12[C@@H](OC(=O)/C=C/c3ccccc3)CC[C@](C)(O)[C@]13OC(C)(C)[C@@H](C3O)[C@@H](OC(C)=O)[C@H]2OC(=O)c1cccnc1
0,947256-80-6,JSEZTYHWFIKPLJ-YLBKFKNDNA-N,C/C=C(/C)C(=O)O[C@@H]1[C@@](C)(O)[C@@H](C)[C@H]2O[C@@]13CC(OC)=C(OC)C(=O)[C@@]31COc3c4c(cc2c31)OCO4
0,214839-45-9,QVKREUQCWKQBFU-GSZZVLRDNA-N,COc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)C(OC1OC[C@H](O)[C@H](O)C1O)C2=O
0,130848-06-5,AGABNGOXUSXQDD-XKGFZTIGSA-N,C/C=C(/C)C(=O)O[C@H]1Cc2cc3ccc(=O)oc3cc2OC1(C)C
0,170129-20-1,CRBJARGKRKVWKY-JMHWUTJDSA-N,C=C1OC(=O)/C(=CCCCCCCCCC/C=C/CC)[C@H]1O
0,143051-87-0,BOANJIXVLGYHLA-UHFFFAOYNA-N,CCCCCCCCCCCC1CC(=O)NCCCN(C)CCCCN(C)CCCN1
0,33903-15-0,ADHMTMIOMYKZHH-UHFFFAOYNA-N,CN(C)c1ccccc1C1CCn2c1nc1ccccc1c2=O
0,74149-39-6,BUSZSWVUELPPBM-PTTDRDKLNA-N,CS[C@]1(CO)C(=O)N2c3c(O)cccc3C[C@@]2(SC)C(=O)N1C
0,156941-91-2,DZNMCCYNKMCFSE-UHFFFAOYNA-N,O=C(OC1OC(CO)C(O)C(OC(=O)c2cc(O)c(O)c(O)c2)C1OC(=O)c1cc(O)c(O)c(O)c1Oc1cc(C(=O)OC2OC3COC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC3C(OC(=O)c3cc(O)c(O)c(O)c3)C2OC(=O)c2cc(O)c(O)c(O)c2)cc(O)c1O)c1cc(O)c(O)c(O)c1
0,142997-33-9,SENXSEXWQKRDKG-LPNFJFDENA-N,CC1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O[C@@H]2OC(COC(=O)/C=C/c3ccc(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)cc3)[C@@H](O)C(O)[C@H]2O)C(O)[C@H]1O
0,85527-47-5,RPTKZHBJEPAFDD-FJUYCODZNA-N,C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)C(C)=CC)[C@@H](OC(C)=O)/C(C(=O)OC)=C[C@@]1(O)C=C(C)[C@H]2O1
0,443921-59-3,OZCHPBNVKNAWHM-UHFFFAOYNA-N,CC(O)C(O)CC1OC(=O)c2c(O)cccc21
0,132718-84-4,DJZBMZIZTDXUPW-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)c(OC)c1
0,1314581-43-5,UNWCAASALCVONO-QHWZLNEXSA-N,CC(C)(O)C=CCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3CCC12C
0,905914-22-9,SRVFVAOWBRZFDZ-HAUGHONRNA-N,C=C1CC[C@@H](O)[C@]2(C)C[C@H](O[C@@H]3O[C@H](CO[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C(C)C)C[C@@H]12
0,913256-33-4,UTNVYRJWGOKFBF-AXWBXXENSA-N,COc1ccc([C@@]2(O)c3c(ccc(/C=C/[C@]4(C)CC[C@H](O)C(C)(C)O4)c3O)NC(=O)[C@@H]2OC)cc1
0,937803-44-6,GFPFCWYNJCFMEV-SSJQLJIDNA-N,CC12C[C@@H]([C@@]3(O)[C@H](O)C[C@H]4[C@@H]5C[C@H](Cl)[C@]6(O)[C@@H](O)C=CC(=O)[C@]6(C)[C@H]5CC[C@@]43C)C(C[C@]1(C)O)OC2=O
0,206200-58-0,XLKJBEGLMREUSD-UHFFFAOYNA-N,COc1cc2c(c(OC)c1C(C)OC)C=CC(C)(C)O2
0,10267-14-8,ZQHJXKYYELWEOK-HSFHVDEGNA-N,C=C1CC[C@H]2[C@@](C)(CCC[C@]2(C)C(=O)O)[C@@H]1CCc1ccoc1
0,66964-63-4,HHMGIPSZHRMYCD-XOTRIRMANA-N,C=C[C@@]1(C)C[C@H]2OC(=O)[C@H](C)[C@H]2C[C@@H]1C(=C)C
0,702702-72-5,GAHUNWOQRNFUAG-XFDXZHFCNA-N,CC(O)CCCCCC/C=CC/C=CCCCCC(=O)NCCc1c[nH]c2ccc(O[C@@H]3OC(CO[C@@H]4OC(CO[C@@H]5OC(CO)[C@@H](O)C(O)[C@@H]5O)[C@@H](O)C(O)[C@@H]4O)[C@@H](O)C(O)[C@@H]3O)cc12
0,107484-53-7,XJPLSDCQIUZBTE-WYQDZGPBNA-N,Cc1occc1[C@H]1CC[C@H]2[C@@H](CC=C3C[C@@H](O)[C@H](O)C[C@@]32C)C1=O
0,165460-82-2,VRWFEVIVOZKBJA-BDNZGDGKSA-N,C/C=C/C1=CC2=CC(=O)[C@](C)(OC(=O)c3c(C)cc(O)cc3OC)C(=O)C2=CO1
0,90898-93-4,FIAAVMJLAGNUKW-CJQKHQBDNA-N,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3OC(CO)[C@H](O)[C@H](O)C3O)c(O)c([C@@H]3OC(CO)[C@@H](O)[C@H](O)C3O)c(O)c12
0,65230-04-8,JFDHTDLZWVKRQT-FIKGDNAONA-N,CC1=C(C(C)C)C[C@@]2(O)[C@@]3(C)CC(=O)OC4([C@H](O)[C@@H](C)CC[C@@]43O)[C@@]12O
0,53227-91-1,CTNHZEZBBGIUJB-HRQAAHFGSA-N,CC1(C)C[C@H](O)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
0,95260-32-5,BCKDRLNZTWKJHT-PCBGPLAHNA-N,COc1ccc2c(c1O)N(C(C)=O)[C@H]1[C@@H]3[C@H](O)OCC=C4CN5CC[C@]21[C@@H]5C[C@@H]43
0,67911-63-1,LCHMSLHVXVQJDG-MKGILVPNNA-N,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)/C=C/c6ccc(O)cc6)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
0,274925-36-9,GFVMHSQLCIEXNG-PCRUOVEUNA-N,CCC[C@H](O)C[C@H]1CCC[C@@H](CC(C)=O)N1
0,912329-02-3,DOXNRZCBQJYCBO-ONTFUZATNA-N,CO[C@H]1C=C2[C@@H](CC[C@H](O)C2(C)C)[C@]2(C)CC[C@]3(C)[C@@H]([C@H](C)C/C=C/C(C)(C)O)CC[C@@]3(C)[C@H]12
0,479348-15-7,AGLLYYHKZWZSKX-JNPCNRJTNA-N,C[C@H]1CC[C@@H]2[C@H](O)[C@H](O)[C@H](CO)N21
0,119877-40-6,OUNTWVOXOAIJPN-XZFKFLATNA-N,C/C(=CCC/C(=CCO)CO)CC/C=C(C)CCC(O)C(C)(C)O
0,483-64-7,ZRWJIZYZTLTXJI-UHFFFAOYSA-N,CNc1c(OC)cccc1C(=O)OC
0,1247014-34-1,BBGNZFMMXLMZRC-DXKAXRHTSA-N,C/C1=CCC/C(C(=O)O)=C/[C@@H]2[C@H](CC1)C2(C)C
0,326491-76-3,BSUNYCAAALCBNU-SUPPTLJGNA-N,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1CC(=O)OCCc1ccc(O)cc1
0,309751-43-7,WZXIJXGYBNLZLW-USJHGNDFNA-N,C=C(CC[C@@H](C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1C[C@H](O)[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C
0,56324-31-3,SLKPBCXNFNIJSV-GGYSOQFKNA-N,Cc1ccc([C@@]2(C)CCCC2(C)C)cc1
0,35142-06-4,LBBQPQFZUZOHTO-UHFFFAOYSA-N,COC(=O)c1cc2c(c3c1ccc1c(OC)cccc13)OCO2
0,136807-83-5,SWHSFCDMQYUTEL-UHFFFAOYSA-N,CCCCCCc1c(O)cc(CCCCC)oc1=O
0,87667-76-3,SETFGEIWHSDRLX-NTUHNPAUNA-N,C/C=C(C)C(=O)Oc1cc(C)c(OC)cc1C1(COC(=O)C(C)C)CO1
0,307504-07-0,RLZZBHBWPWGOSA-LXQJPZKUNA-N,C[C@@H]1CO[C@@]2(C[C@@H]1OC(=O)c1ccccc1)O[C@@H]1C[C@@H](C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@H](O)[C@]1(O)C2=O
0,1146121-00-7,DJJRPKGUHQDXNB-JFMUBGSMNA-N,C=C1[C@@]23CC(=O)O[C@@H](c4ccoc4)[C@]2(C)C[C@@H](OC(C)=O)[C@]1(O)[C@@]1(C)[C@@H](O3)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)[C@@H]1CC(=O)OC
0,106198-08-7,HJHDKQOVAYIZPX-OWNQTDTCSA-N,COc1cc(-c2oc3c(OC)c(OC(C)=O)cc(OC(C)=O)c3c(=O)c2OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)ccc1OC(C)=O
0,58045-14-0,ZCNSOBXQEHNQMJ-UHFFFAOYSA-N,C=CCCCCCC=CCCCCCCCC
0,353288-05-8,DDPYXTKKOSMSKR-AGAAUGAYNA-N,C=C1CC[C@@H](OC(C)=O)[C@H]2[C@@]1(C)[C@@H](OC(C)=O)C(OC(=O)CCC)[C@](C)(O)[C@]2(C)[C@H](CC1=CC(=O)OC1)OC(C)=O
0,97180-29-5,SHVBBRIPECWRKL-UHFFFAOYSA-N,CC(C)CCc1c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c2c1=O
0,152433-77-7,VJSCHQMOTSXAKB-UHFFFAOYSA-N,COc1cc(C=CC(=O)NCC(O)c2ccc(O)cc2)ccc1O
0,175617-24-0,CLXFLUDZZDAVOS-UHFFFAOYSA-N,C=CC(C)(C)c1cc(O)c2oc3c(CC=C(C)C)c(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O
0,98168-59-3,LIAJPRXDHOZJHW-BRJQIKQINA-N,C=C[C@H](C(=C)C)[C@H](O)C(C)(C)O
0,31298-55-2,SPHYQDXGWOASKY-TWDMYMEBNA-N,CC(C)=C[C@@H](O)C1=CC(=O)[C@@H]2O[C@@H]2C1=O
0,13159-28-9,FELCJAPFJOPHSD-YYHFAXQKNA-N,C=C(C)[C@@H]1CC[C@]2(C=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
0,205241-14-1,BWFZXHYFCWWTPF-STGVRZAANA-N,COc1cccc2c1C[C@H]1OC(=O)c3cc4c(c-2c31)OCO4
0,1256291-49-2,MXKICINRYXUHQE-UHFFFAOYSA-N,CC(C)=CCc1c(O)c(O)c2oc3c(c(O)cc4occc43)c(=O)c2c1CCC(C)(C)O
0,22350-68-1,DSCFFEYYQKSRSV-VPKUSIPGNA-N,CO[C@@H]1C(O)C(O)[C@@H](O)[C@H](O)C1O
0,101395-02-2,KIOGDCNEFKPDDB-QWWDNLDXNA-N,COc1ccc([C@H]2C[C@H](O)c3c(c(C)c(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)c(CO)c3O[C@@H]3OC(CO)[C@@H](O)[C@H](O)C3O)O2)cc1
0,52554-74-2,LKQZANFJJKHPQL-HASUWHHFNA-N,COC[C@@H]1C(=O)[C@]23C(O)[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2OC(C)=O
0,24512-62-7,XJMPAUZQVRGFRE-JMXPXBEPNA-N,COC(=O)C1=CO[C@@H](O[C@@H]2OC(CO)[C@@H](O)[C@H](O)C2O)[C@H]2[C@@H]1C=C[C@@]2(O)CO
0,156042-22-7,IAEZLXLDZBZQPU-UKTHLTGXSA-N,CC(C)(O)/C=C/CC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C
0,65160-15-8,RMAYNNFCPNGTQW-UHFFFAOYNA-N,C=C(C)C1Cc2c(cc(O)c3c2OC2C(O)Oc4cc(OC)c(OC)cc4C2C3=O)O1
0,1022082-07-0,,
0,175617-21-7,MCTHALKBVQHAHJ-MAZAYXCZNA-N,COC1=C(OC)[C@H]2Oc3c(OC)ccc4c3[C@]23CCN(C)[C@@H](C4)[C@H]3C1=O
0,87562-13-8,CWLSQIXOLLQBDC-HWKANZROSA-N,C=CCc1ccc(O)c(-c2cc(C=CC=O)ccc2O)c1
0,1592431-88-3,FJTLNRUUXYSUSJ-ORSZHDHKSA-N,Oc1cc(O)c2c(c1)O[C@]1(c3cc(O)c(O)c(O)c3)Oc3cc(O)c4c(c3[C@H]2C1O)O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)[C@@H]4c1c(O)cc(O)c2c1O[C@]1(c3cc(O)c(O)c(O)c3)Oc3cc(O)c4c(c3[C@H]2C1O)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C4
0,33569-08-3,LEJPLPFWLUXHCB-CXVATLBVNA-O,Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2OC[C@H](O)C(O)C2O)cc1
0,120901-51-1,BUKCOURGDZTOBF-UHFFFAOYSA-N,Cc1c(-c2cc(C(C)C)c(O)c(O)c2C)cc(C(C)C)c(O)c1O
0,560-66-7,UGMQOYZVOPASJF-RBXKNRCSNA-N,C=C(CC[C@@H](C(=O)O)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C
0,25651-04-1,PLEOQAHCVRVCDL-UGPWUYPHNA-N,COc1cc2c(cc1O)-c1c(O)c(OC)cc3c1[C@H](C2)N(C)CC3
0,105254-34-0,IBQDIVVPYSCTQV-UHFFFAOYSA-N,CCCC(=O)Oc1ccc(C(=O)OC)cc1
0,101221-74-3,QEQYBEMGCMGLMJ-UHFFFAOYNA-N,C=C1C(=O)OC2C1CCC(C)(O)C1CC(O)C(=C)C21
0,74950-96-2,SIMPNXWTAVEOTO-UWSPHAEVNA-N,COc1cc(CO)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
